year,species,vessel,conf,weight,count
2022,Sculpin,1,1,1.39907,
2022,Scypho jellies,1,1,0.038459991,
2022,Scypho jellies,1,1,0.026172149,
2022,Scypho jellies,1,1,0.027783508,
2022,Scypho jellies,1,1,0.000789997,
2022,Sea anemone unidentified,1,1,0.023100019,
2022,Sea anemone unidentified,1,1,0.15103,
2022,Sea star,1,1,0.103529974,
2022,Sea star,1,1,0.03178999,
2022,Sponge unidentified,1,1,0.00355,
2022,Sponge unidentified,1,1,0.037220004,
2022,Squid,1,1,0.25099,
2022,Squid,1,1,0.62674,
2022,State-managed Rockfish,1,1,0.197759981,
2022,State-managed Rockfish,1,1,3.624180001,
2022,urchins dollars cucumbers,1,1,0.059149987,
2022,urchins dollars cucumbers,1,1,0.001450008,
2022,Corals Bryozoans - Corals Bryozoans Unidentified,1,1,0.002019988,
2022,Greenlings,1,1,0.116110013,
2022,Hermit crab unidentified,1,1,0.000789988,
2022,Misc crustaceans,1,1,0.000549988,
2022,Misc fish,1,1,4.957360017,
2022,Other osmerids,1,1,0.002089986,
2022,Pandalid shrimp,1,1,0.002360001,
2022,Sculpin,1,1,0.2117,
2022,Scypho jellies,1,1,0.012280001,
2022,Sea star,1,1,0.036390016,
2022,Snails,1,1,0.00342999,
2022,Sponge unidentified,1,1,0.01188001,
2022,Squid,1,1,0.1639,
2022,urchins dollars cucumbers,1,1,0.003760007,
2022,Corals Bryozoans - Corals Bryozoans Unidentified,1,1,0.00046355,
2022,Corals Bryozoans - Corals Bryozoans Unidentified,1,1,0.000456471,
2022,Greenlings,1,1,0.069248727,
2022,Greenlings,1,1,0.068191264,
2022,Misc fish,1,1,5.169377132,
2022,Misc fish,1,1,4.657742847,
2022,Sculpin,1,1,0.25472,
2022,Scypho jellies,1,1,0.000780973,
2022,Scypho jellies,1,1,0.000769047,
2022,Sea star,1,1,0.038745845,
2022,Sea star,1,1,0.038154176,
2022,Smelt (Family Osmeridae),1,1,0.00114,
2022,Sponge unidentified,1,1,0.004569899,
2022,Sponge unidentified,1,1,0.004500114,
2022,Squid,1,1,0.1005,
2022,urchins dollars cucumbers,1,1,0.021569689,
2022,urchins dollars cucumbers,1,1,0.021240309,
2022,Benthic urochordata,1,1,0.000910001,
2022,Giant Grenadier,1,1,0.71516,
2022,Greenlings,1,1,0.067357521,
2022,Greenlings,1,1,0.053212487,
2022,Invertebrate unidentified,1,1,0.000324032,
2022,Invertebrate unidentified,1,1,0.000255986,
2022,Misc fish,1,1,1.537790145,
2022,Misc fish,1,1,0.955829835,
2022,Pandalid shrimp,1,1,0.003239998,
2022,Sculpin,1,1,0.00358,
2022,Scypho jellies,1,1,0.005186637,
2022,Scypho jellies,1,1,0.002683349,
2022,Sea anemone unidentified,1,1,0.006620119,
2022,Sea anemone unidentified,1,1,0.005229899,
2022,Sea star,1,1,0.020770951,
2022,Sea star,1,1,0.016409066,
2022,Sponge unidentified,1,1,0.029659197,
2022,Sponge unidentified,1,1,0.023430785,
2022,Squid,1,1,0.10057,
2022,Squid,1,1,0.12875,
2022,urchins dollars cucumbers,1,1,0.006916187,
2022,urchins dollars cucumbers,1,1,0.005463792,
2022,Bivalves,1,1,0.000320001,
2022,Brittle star unidentified,1,1,0.000410009,
2022,Corals Bryozoans - Corals Bryozoans Unidentified,1,1,0.001639996,
2022,Giant Grenadier,1,1,2.73619,
2022,Greenlings,1,1,0.205259995,
2022,Grenadier - Rattail Grenadier Unidentified,1,1,1.06885,
2022,Hermit crab unidentified,1,1,0.007339999,
2022,Misc crabs,1,1,0.000820018,
2022,Misc fish,1,1,0.951879984,
2022,Pandalid shrimp,1,1,0.000320001,
2022,Sculpin,1,1,0.49592,
2022,Scypho jellies,1,1,0.00308999,
2022,Sea anemone unidentified,1,1,0.000820018,
2022,Sea pens whips,1,1,0.006530002,
2022,Sea star,1,1,0.033029999,
2022,Smelt (Family Osmeridae),1,1,0.220793074,
2022,Sponge unidentified,1,1,0.020250008,
2022,Squid,1,1,1.4025,
2022,urchins dollars cucumbers,1,1,0.007630012,
2022,Sea pens whips,1,1,0.010493976,
2022,Sea star,1,1,0.010493976,
2022,Misc fish,1,1,0.29244191,
2022,Scypho jellies,1,1,0.003772678,
2021,Misc fish,1,1,0.001328503,
2021,Sea star,1,1,0.000690937,
2021,Benthic urochordata,1,1,2.48E-08,
2021,Birds - Northern Fulmar,1,1,,0.000256853
2021,Brittle star unidentified,1,1,2.569E-07,
2021,Brittle star unidentified,1,1,0.042291952,
2021,Corals Bryozoans - Corals Bryozoans Unidentified,1,1,5.0457E-06,
2021,Giant Grenadier,1,1,0.000801917,
2021,Greenlings,1,1,9.1009E-06,
2021,Hermit crab unidentified,1,1,4.93E-08,
2021,Invertebrate unidentified,1,1,2.078E-07,
2021,Lanternfishes (myctophidae),1,1,1.712E-07,
2021,Misc crabs,1,1,4.127E-07,
2021,Misc crustaceans,1,1,2.611E-07,
2021,Misc fish,1,1,0.000614181,
2021,Misc fish,1,1,0.465252528,
2021,Other osmerids,1,1,0.000000319,
2021,Pandalid shrimp,1,1,3.702E-07,
2021,Sculpin,1,1,6.27787E-05,
2021,Scypho jellies,1,1,9.6894E-06,
2021,Sea anemone unidentified,1,1,2.0501E-06,
2021,Sea star,1,1,4.0592E-06,
2021,Smelt (Family Osmeridae),1,1,7.644E-07,
2021,Snails,1,1,2.912E-07,
2021,Sponge unidentified,1,1,5.2136E-06,
2021,Squid,1,1,0.000104839,
2021,State-managed Rockfish,1,1,2.62803E-05,
2021,urchins dollars cucumbers,1,1,8.952E-07,
2021,Misc fish,1,1,0.264420559,
2021,Sculpin,1,1,0.029937096,
2021,Brittle star unidentified,1,1,0.007352474,
2021,Corals Bryozoans - Corals Bryozoans Unidentified,1,1,9.43943E-05,
2021,Corals Bryozoans - Corals Bryozoans Unidentified,1,1,0.001262369,
2021,Giant Grenadier,1,1,0.518739461,
2021,Giant Grenadier,1,1,7.435039917,
2021,Hermit crab unidentified,1,1,0.001201197,
2021,Invertebrate unidentified,1,1,1.88789E-05,
2021,Misc fish,1,1,0.007469955,
2021,Misc fish,1,1,2.213216001,
2021,Sculpin,1,1,0.00771107,
2021,Sculpin,1,1,0.001857708,
2021,Scypho jellies,1,1,0.000446715,
2021,Scypho jellies,1,1,0.00066409,
2021,Scypho jellies,1,1,0.017209492,
2021,Scypho jellies,1,1,0.000901548,
2021,Sea anemone unidentified,1,1,0.00454871,
2021,Sea anemone unidentified,1,1,0.000220253,
2021,Sea anemone unidentified,1,1,0.003160891,
2021,Sea star,1,1,0.002913072,
2021,Sea star,1,1,0.00083869,
2021,Sea star,1,1,0.103814579,
2021,Sea star,1,1,0.003160891,
2021,Snails,1,1,0.011028711,
2021,Sponge unidentified,1,1,0.00020176,
2021,Sponge unidentified,1,1,2.31586E-05,
2021,urchins dollars cucumbers,1,1,0.014197771,
2021,Greenlings,1,1,0.003249894,
2021,Misc fish,1,1,0.002482802,
2021,Misc fish,1,1,0.025899314,
2021,Sculpin,1,1,0.000907185,
2021,Squid,1,1,0.00771107,
2021,Brittle star unidentified,1,1,0.000190236,
2021,Brittle star unidentified,1,1,0.001544074,
2021,Brittle star unidentified,1,1,0.000108294,
2021,Corals Bryozoans - Corals Bryozoans Unidentified,1,1,1.53997E-05,
2021,Corals Bryozoans - Corals Bryozoans Unidentified,1,1,0.000107271,
2021,Corals Bryozoans - Corals Bryozoans Unidentified,1,1,8.7664E-06,
2021,Corals Bryozoans - Corals Bryozoans Unidentified,1,1,0.001885656,
2021,Giant Grenadier,1,1,0.112816598,
2021,Giant Grenadier,1,1,0.064222109,
2021,Greenlings,1,1,0.000502773,
2021,Greenlings,1,1,0.000286209,
2021,Misc fish,1,1,0.255268094,
2021,Misc fish,1,1,0.208354623,
2021,Misc fish,1,1,0.100935701,
2021,Misc fish,1,1,0.145314215,
2021,Scypho jellies,1,1,0.000548972,
2021,Scypho jellies,1,1,0.004455759,
2021,Scypho jellies,1,1,0.000312509,
2021,Squid,1,1,0.001360777,
2021,Squid,1,1,0.000907185,
2021,Squid,1,1,0.002721554,
2021,Corals Bryozoans - Corals Bryozoans Unidentified,1,1,2.43785E-05,
2021,Giant Grenadier,1,1,0.901196544,
2021,Giant Grenadier,1,1,0.011534477,
2021,Greenlings,1,1,0.036307294,
2021,Misc fish,1,1,0.205700163,
2021,Misc fish,1,1,1.357289741,
2021,Misc fish,1,1,0.874225336,
2021,Other osmerids,1,1,0.000202424,
2021,Sculpin,1,1,0.058513416,
2021,Sculpin,1,1,0.048080791,
2021,Sculpin,1,1,0.037194574,
2021,Snails,1,1,0.016064537,
2021,Squid,1,1,0.004989516,
2021,Squid,1,1,0.008618255,
2021,Squid,1,1,0.000879177,
2021,urchins dollars cucumbers,1,1,0.00612325,
2021,Corals Bryozoans - Corals Bryozoans Unidentified,1,1,0.005461939,
2021,Corals Bryozoans - Corals Bryozoans Unidentified,1,1,0.000689509,
2021,Corals Bryozoans - Corals Bryozoans Unidentified,1,1,0.965949818,
2021,Giant Grenadier,1,1,0.072182828,
2021,Giant Grenadier,1,1,0.003523684,
2021,Giant Grenadier,1,1,0.013093184,
2021,Giant Grenadier,1,1,0.01839917,
2021,Giant Grenadier,1,1,0.017281131,
2021,Greenlings,1,1,0.003344188,
2021,Greenlings,1,1,7.3228E-06,
2021,Misc fish,1,1,0.575015663,
2021,Misc fish,1,1,0.377418109,
2021,Misc fish,1,1,0.007826457,
2021,Misc fish,1,1,0.095606884,
2021,Misc fish,1,1,0.043805907,
2021,Other osmerids,1,1,0.000229637,
2021,Other osmerids,1,1,0.009152528,
2021,Other osmerids,1,1,0.000322697,
2021,Other osmerids,1,1,0.000303088,
2021,Sculpin,1,1,0.135624119,
2021,Sculpin,1,1,0.216363561,
2021,Sculpin,1,1,0.057152639,
2021,Sculpin,1,1,0.004082331,
2021,Scypho jellies,1,1,0.043239147,
2021,Scypho jellies,1,1,0.000116118,
2021,Scypho jellies,1,1,0.008881665,
2021,Squid,1,1,0.002212343,
2021,Squid,1,1,7.7978E-06,
2021,Squid,1,1,0.013154179,
2021,Squid,1,1,0.000997987,
2021,Squid,1,1,0.002267962,
2021,Squid,1,1,0.001402419,
2021,Squid,1,1,0.001360777,
2021,Squid,1,1,0.0013172,
2021,Squid,1,1,0.005896701,
2021,State-managed Rockfish,1,1,0.117463923,
2021,State-managed Rockfish,1,1,5.29142E-05,
2021,urchins dollars cucumbers,1,1,0.000002139,
2021,urchins dollars cucumbers,1,1,0.001771163,
2021,Corals Bryozoans - Corals Bryozoans Unidentified,1,1,0.003601105,
2021,Giant Grenadier,1,1,0.013531598,
2021,Giant Grenadier,1,1,0.37070051,
2021,Greenlings,1,1,3.82446E-05,
2021,Misc fish,1,1,0.046947205,
2021,Misc fish,1,1,0.41242312,
2021,Misc fish,1,1,0.25437884,
2021,Misc fish,1,1,0.023467235,
2021,Misc fish,1,1,0.323225254,
2021,Other osmerids,1,1,0.00061502,
2021,Sculpin,1,1,0.001657447,
2021,Sculpin,1,1,0.016329325,
2021,Sculpin,1,1,0.044905645,
2021,Scypho jellies,1,1,0.008112463,
2021,Scypho jellies,1,1,0.000679921,
2021,Scypho jellies,1,1,0.014682918,
2021,Sea anemone unidentified,1,1,0.000224085,
2021,Sea star,1,1,0.00018845,
2021,Squid,1,1,0.004535924,
2021,Squid,1,1,4.06489E-05,
2021,State-managed Rockfish,1,1,0.00095538,
2021,State-managed Rockfish,1,1,0.023685063,
2021,urchins dollars cucumbers,1,1,1.11715E-05,
2021,Corals Bryozoans - Corals Bryozoans Unidentified,1,1,4.1805E-06,
2021,Giant Grenadier,1,1,0.553153296,
2021,Misc crabs,1,1,0.000030495,
2021,Misc fish,1,1,0.000940766,
2021,Misc fish,1,1,0.03514032,
2021,Misc fish,1,1,0.023576616,
2021,Sculpin,1,1,0.014514956,
2021,Sculpin,1,1,0.328416088,
2021,Sculpin,1,1,0.215909968,
2021,Sculpin,1,1,0.013607771,
2021,Sculpin,1,1,0.072574779,
2021,Scypho jellies,1,1,0.006985376,
2021,Scypho jellies,1,1,0.051930297,
2021,Scypho jellies,1,1,0.009975678,
2021,Sea anemone unidentified,1,1,0.035721697,
2021,Sea star,1,1,0.000876079,
2021,Sea star,1,1,0.028572157,
2021,Squid,1,1,0.004082331,
2021,Squid,1,1,0.003628739,
2021,State-managed Rockfish,1,1,0.031065932,
2021,Corals Bryozoans - Corals Bryozoans Unidentified,1,1,0.002409999,
2021,Corals Bryozoans - Corals Bryozoans Unidentified,1,1,0.013764774,
2021,Eelpouts,1,1,0.022680001,
2021,Giant Grenadier,1,1,22.78829358,
2021,Giant Grenadier,1,1,1.67709491,
2021,Greenlings,1,1,0.04292307,
2021,Grenadier - Rattail Grenadier Unidentified,1,1,0.003628739,
2021,Misc crabs,1,1,0.024080012,
2021,Misc fish,1,1,0.365230004,
2021,Misc fish,1,1,0.323429997,
2021,Misc fish,1,1,0.157369839,
2021,Misc fish,1,1,1.476871739,
2021,Pandalid shrimp,1,1,0.000110001,
2021,Pandalid shrimp,1,1,0.005350002,
2021,Sculpin,1,1,0.023586803,
2021,Scypho jellies,1,1,0.00550591,
2021,Scypho jellies,1,1,0.045393318,
2021,Sea anemone unidentified,1,1,0.022353667,
2021,Sea star,1,1,0.003040006,
2021,Smelt (Family Osmeridae),1,1,0.0376,
2021,Smelt (Family Osmeridae),1,1,0.002267962,
2021,Squid,1,1,0.00313,
2021,Squid,1,1,0.022744913,
2021,Squid,1,1,0.026308358,
2021,Squid,1,1,0.019958064,
2021,State-managed Rockfish,1,1,0.22367974,
2021,urchins dollars cucumbers,1,1,0.002170003,
2021,Corals Bryozoans - Corals Bryozoans Unidentified,1,1,0.001749966,
2021,Misc crabs,1,1,0.004819961,
2021,Misc crustaceans,1,1,0.028170024,
2021,Misc fish,1,1,0.156720009,
2021,Misc fish,1,1,0.905230024,
2021,Misc fish,1,1,2.635657992,
2021,Sculpin,1,1,0.46136,
2021,Sculpin,1,1,0.054431084,
2021,Scypho jellies,1,1,0.007489986,
2021,Sea anemone unidentified,1,1,0.000870001,
2021,Sea star,1,1,0.003420002,
2021,Sea star,1,1,0.094989987,
2021,Snails,1,1,0.004480008,
2021,Sponge unidentified,1,1,0.001770002,
2021,Sponge unidentified,1,1,0.006350007,
2021,Squid,1,1,0.00595,
2021,Squid,1,1,0.010432625,
2021,Squid,1,1,0.024493988,
2021,urchins dollars cucumbers,1,1,0.024479969,
2021,Bivalves,1,1,0.030499998,
2021,Corals Bryozoans - Corals Bryozoans Unidentified,1,1,0.323909954,
2021,Giant Grenadier,1,1,0.01112,
2021,Giant Grenadier,1,1,77.77775264,
2021,Greenlings,1,1,0.175019612,
2021,Greenlings,1,1,0.068007424,
2021,Greenlings,1,1,8.25675E-05,
2021,Hermit crab unidentified,1,1,0.001319995,
2021,Hermit crab unidentified,1,1,0.000008057,
2021,Invertebrate unidentified,1,1,0.000623266,
2021,Misc crabs,1,1,0.027005896,
2021,Misc fish,1,1,0.046920023,
2021,Misc fish,1,1,0.00794991,
2021,Misc fish,1,1,41.87120723,
2021,Misc fish,1,1,0.026041128,
2021,Misc fish,1,1,0.029200283,
2021,Misc fish,1,1,0.402249256,
2021,Misc fish,1,1,0.049322765,
2021,Other osmerids,1,1,0.039150012,
2021,Pandalid shrimp,1,1,0.000899975,
2021,Pandalid shrimp,1,1,0.000650014,
2021,Sculpin,1,1,0.33865,
2021,Sculpin,1,1,0.89724,
2021,Sculpin,1,1,1.30157,
2021,Sculpin,1,1,0.00979,
2021,Scypho jellies,1,1,0.017760024,
2021,Scypho jellies,1,1,0.011138008,
2021,Scypho jellies,1,1,0.017501606,
2021,Scypho jellies,1,1,1.9523E-06,
2021,Sea star,1,1,0.036930039,
2021,Sea star,1,1,0.001890011,
2021,Sea star,1,1,0.079540295,
2021,Sea star,1,1,0.133538704,
2021,Sea star,1,1,0.00385907,
2021,Sea star,1,1,0.000615525,
2021,Sea star,1,1,1.2975E-06,
2021,Squid,1,1,0.19752,
2021,Squid,1,1,0.012139891,
2021,State-managed Rockfish,1,1,0.195063184,
2021,State-managed Rockfish,1,1,0.000236825,
2021,urchins dollars cucumbers,1,1,0.011160004,
2021,urchins dollars cucumbers,1,1,0.0000207,
2021,Corals Bryozoans - Corals Bryozoans Unidentified,1,1,0.034150024,
2021,Giant Grenadier,1,1,62.7894808,
2021,Giant Grenadier,1,1,7.34537,
2021,Greenlings,1,1,0.004083352,
2021,Lanternfishes (myctophidae),1,1,0.00125,
2021,Misc fish,1,1,0.656369329,
2021,Misc fish,1,1,0.235356981,
2021,Misc fish,1,1,0.254577935,
2021,Misc fish,1,1,3.348960012,
2021,Pandalid shrimp,1,1,0.000409983,
2021,Sculpin,1,1,0.54015,
2021,Scypho jellies,1,1,0.00257483,
2021,Scypho jellies,1,1,0.017739981,
2021,Sea star,1,1,0.034018857,
2021,Sea star,1,1,0.007812484,
2021,Sea star,1,1,0.037620003,
2021,Snails,1,1,0.001350003,
2021,Squid,1,1,0.04095,
2021,State-managed Rockfish,1,1,0.411601673,
2021,urchins dollars cucumbers,1,1,0.030179343,
2021,urchins dollars cucumbers,1,1,0.000859984,
2021,Corals Bryozoans - Corals Bryozoans Unidentified,1,1,0.005590014,
2021,Corals Bryozoans - Corals Bryozoans Unidentified,1,1,5.4913E-06,
2021,Eelpouts,1,1,0.011756,
2021,Giant Grenadier,1,1,18.8879,
2021,Giant Grenadier,1,1,0.031591266,
2021,Hermit crab unidentified,1,1,0.008069988,
2021,Lanternfishes (myctophidae),1,1,0.00047,
2021,Misc crabs,1,1,0.000612831,
2021,Misc crabs,1,1,6.06656E-05,
2021,Misc crabs,1,1,0.000419807,
2021,Misc fish,1,1,0.376554191,
2021,Misc fish,1,1,6.003219976,
2021,Misc fish,1,1,0.037275966,
2021,Misc fish,1,1,1.967159755,
2021,Misc fish,1,1,0.257950633,
2021,Misc fish,1,1,0.429589995,
2021,Misc inverts (worms etc),1,1,3.5772E-06,
2021,Other osmerids,1,1,0.003549965,
2021,Other osmerids,1,1,0.006479994,
2021,Other osmerids,1,1,4.56124E-05,
2021,Pandalid shrimp,1,1,0.000929845,
2021,Pandalid shrimp,1,1,0.02191997,
2021,Pandalid shrimp,1,1,9.20475E-05,
2021,Pandalid shrimp,1,1,0.000476398,
2021,Pandalid shrimp,1,1,0.000636971,
2021,Pandalid shrimp,1,1,0.000840001,
2021,Sculpin,1,1,0.61071,
2021,Scypho jellies,1,1,0.01915157,
2021,Scypho jellies,1,1,0.074840021,
2021,Scypho jellies,1,1,0.001895858,
2021,Scypho jellies,1,1,0.029537639,
2021,Scypho jellies,1,1,0.013119385,
2021,Scypho jellies,1,1,0.344499998,
2021,Scypho jellies,1,1,0.002115629,
2021,Sea star,1,1,0.013688754,
2021,Sea star,1,1,0.022370033,
2021,Sea star,1,1,0.001355081,
2021,Sea star,1,1,0.195836134,
2021,Sea star,1,1,0.009377197,
2021,Smelt (Family Osmeridae),1,1,0.02494,
2021,Snails,1,1,0.005864332,
2021,Snails,1,1,0.006079988,
2021,Snails,1,1,0.000580524,
2021,Snails,1,1,0.005483491,
2021,Snails,1,1,0.004017239,
2021,Sponge unidentified,1,1,0.0198701,
2021,Sponge unidentified,1,1,0.001750038,
2021,Sponge unidentified,1,1,0.001966987,
2021,Sponge unidentified,1,1,0.002247971,
2021,Sponge unidentified,1,1,0.013611599,
2021,Squid,1,1,0.13994,
2021,Squid,1,1,0.11556,
2021,Squid,1,1,0.3617,
2021,Squid,1,1,0.00124723,
2021,urchins dollars cucumbers,1,1,0.011628305,
2021,urchins dollars cucumbers,1,1,0.001151113,
2021,urchins dollars cucumbers,1,1,0.007965729,
2021,urchins dollars cucumbers,1,1,0.000870001,
2021,urchins dollars cucumbers,1,1,1.05308E-05,
2021,Birds - Northern Fulmar,1,1,,32.63819055
2021,Birds - Northern Fulmar,1,1,,26.36180946
2021,Bivalves,1,1,0.004732895,
2021,Bivalves,1,1,0.000667112,
2021,Corals Bryozoans - Corals Bryozoans Unidentified,1,1,9.08183E-05,
2021,Corals Bryozoans - Corals Bryozoans Unidentified,1,1,0.003689141,
2021,Corals Bryozoans - Corals Bryozoans Unidentified,1,1,0.019973222,
2021,Corals Bryozoans - Corals Bryozoans Unidentified,1,1,0.032756757,
2021,Corals Bryozoans - Corals Bryozoans Unidentified,1,1,6.6256E-06,
2021,Giant Grenadier,1,1,0.47776,
2021,Giant Grenadier,1,1,0.20087,
2021,Giant Grenadier,1,1,0.489988792,
2021,Giant Grenadier,1,1,0.038116815,
2021,Greenlings,1,1,0.004766572,
2021,Greenlings,1,1,0.082010371,
2021,Greenlings,1,1,0.041710004,
2021,Greenlings,1,1,0.193623444,
2021,Greenlings,1,1,0.066239634,
2021,Lanternfishes (myctophidae),1,1,0.0329,
2021,Misc crabs,1,1,0.013386198,
2021,Misc crabs,1,1,0.021953816,
2021,Misc crustaceans,1,1,0.00072104,
2021,Misc fish,1,1,0.183368266,
2021,Misc fish,1,1,1.827495956,
2021,Misc fish,1,1,7.448621709,
2021,Misc fish,1,1,0.021075485,
2021,Misc fish,1,1,0.662484044,
2021,Misc fish,1,1,0.034564506,
2021,Misc inverts (worms etc),1,1,4.3161E-06,
2021,Other osmerids,1,1,8.24101E-05,
2021,Other osmerids,1,1,0.003347587,
2021,Other osmerids,1,1,5.50342E-05,
2021,Pandalid shrimp,1,1,0.000155931,
2021,Pandalid shrimp,1,1,0.000587225,
2021,Pandalid shrimp,1,1,0.006334097,
2021,Pandalid shrimp,1,1,0.006068099,
2021,Pandalid shrimp,1,1,8.27706E-05,
2021,Pandalid shrimp,1,1,0.009951887,
2021,Sculpin,1,1,1.535,
2021,Sculpin,1,1,0.31518,
2021,Sculpin,1,1,0.37543,
2021,Sculpin,1,1,0.010407814,
2021,Scypho jellies,1,1,0.000320751,
2021,Scypho jellies,1,1,0.033262217,
2021,Scypho jellies,1,1,0.013029271,
2021,Scypho jellies,1,1,0.02104518,
2021,Scypho jellies,1,1,0.025147764,
2021,Scypho jellies,1,1,0.034514806,
2021,Scypho jellies,1,1,0.319174045,
2021,Scypho jellies,1,1,0.002552638,
2021,Sea anemone unidentified,1,1,0.000621319,
2021,Sea anemone unidentified,1,1,0.02523868,
2021,Sea star,1,1,0.11757294,
2021,Sea star,1,1,0.008480953,
2021,Sea star,1,1,0.017627022,
2021,Sea star,1,1,0.013909048,
2021,Smelt (Family Osmeridae),1,1,0.00183,
2021,Sponge unidentified,1,1,0.000477263,
2021,Sponge unidentified,1,1,0.000782728,
2021,Squid,1,1,2.0388,
2021,Squid,1,1,0.01838,
2021,Squid,1,1,0.07181,
2021,Squid,1,1,0.06349,
2021,Squid,1,1,0.253670623,
2021,Squid,1,1,0.001504861,
2021,urchins dollars cucumbers,1,1,0.004723418,
2021,urchins dollars cucumbers,1,1,0.007746565,
2021,urchins dollars cucumbers,1,1,0.000012706,
2021,Giant Grenadier,1,1,15.10812,
2021,Greenlings,1,1,0.115072531,
2021,Greenlings,1,1,0.048389987,
2021,Greenlings,1,1,0.053270012,
2021,Greenlings,1,1,0.04778748,
2021,Hermit crab unidentified,1,1,0.000769993,
2021,Lanternfishes (myctophidae),1,1,0.01013,
2021,Misc fish,1,1,7.597160629,
2021,Misc fish,1,1,2.789680001,
2021,Misc fish,1,1,0.966570002,
2021,Misc fish,1,1,3.154959383,
2021,Misc fish,1,1,0.002145837,
2021,Misc fish,1,1,0.003974158,
2021,Misc inverts (worms etc),1,1,0.000248957,
2021,Misc inverts (worms etc),1,1,0.000461076,
2021,Other osmerids,1,1,0.004924812,
2021,Other osmerids,1,1,0.002045183,
2021,Pacific Sand lance,1,1,0.00232,
2021,Pandalid shrimp,1,1,0.188399995,
2021,Pandalid shrimp,1,1,0.009235525,
2021,Pandalid shrimp,1,1,0.017104483,
2021,Sculpin,1,1,0.18755,
2021,Sculpin,1,1,0.35023,
2021,Sculpin,1,1,0.00234,
2021,Sculpin,1,1,0.00402,
2021,Sculpin,1,1,0.49622,
2021,Sculpin,1,1,0.37017,
2021,Sculpin,1,1,0.05976,
2021,Scypho jellies,1,1,0.207972792,
2021,Scypho jellies,1,1,0.010680016,
2021,Scypho jellies,1,1,0.015449989,
2021,Scypho jellies,1,1,0.086367229,
2021,Scypho jellies,1,1,0.020581815,
2021,Scypho jellies,1,1,0.038118169,
2021,Scypho jellies,1,1,0.056570015,
2021,Sea anemone unidentified,1,1,0.039921378,
2021,Sea anemone unidentified,1,1,0.016578605,
2021,Sea star,1,1,0.086724797,
2021,Sea star,1,1,0.001480012,
2021,Sea star,1,1,0.036015194,
2021,Sea star,1,1,0.003078508,
2021,Sea star,1,1,0.005701494,
2021,Sea star,1,1,0.00481,
2021,Sponge unidentified,1,1,0.016569128,
2021,Sponge unidentified,1,1,0.006880851,
2021,Sponge unidentified,1,1,0.00171456,
2021,Sponge unidentified,1,1,0.003175419,
2021,Squid,1,1,1.38245,
2021,Squid,1,1,0.02654,
2021,Squid,1,1,0.02673,
2021,Squid,1,1,1.3279,
2021,urchins dollars cucumbers,1,1,0.003921477,
2021,urchins dollars cucumbers,1,1,0.012960006,
2021,urchins dollars cucumbers,1,1,0.001628516,
2021,urchins dollars cucumbers,1,1,0.00040322,
2021,urchins dollars cucumbers,1,1,0.000746775,
2021,Corals Bryozoans - Corals Bryozoans Unidentified,1,1,0.011426105,
2021,Corals Bryozoans - Corals Bryozoans Unidentified,1,1,0.000177081,
2021,Corals Bryozoans - Corals Bryozoans Unidentified,1,1,0.000360372,
2021,Corals Bryozoans - Corals Bryozoans Unidentified,1,1,0.014620005,
2021,Giant Grenadier,1,1,3.28485,
2021,Greenlings,1,1,0.263660999,
2021,Greenlings,1,1,0.001020011,
2021,Greenlings,1,1,0.03051288,
2021,Greenlings,1,1,0.001787766,
2021,Greenlings,1,1,0.062696114,
2021,Invertebrate unidentified,1,1,0.004751219,
2021,Invertebrate unidentified,1,1,0.000465838,
2021,Invertebrate unidentified,1,1,0.000948011,
2021,Misc crustaceans,1,1,0.02001171,
2021,Misc crustaceans,1,1,0.001962067,
2021,Misc crustaceans,1,1,0.003992938,
2021,Misc fish,1,1,2.389313808,
2021,Misc fish,1,1,0.84835236,
2021,Misc fish,1,1,0.083177516,
2021,Misc fish,1,1,0.767500023,
2021,Misc fish,1,1,0.276509785,
2021,Misc fish,1,1,0.169271789,
2021,Misc fish,1,1,0.001920327,
2021,Misc fish,1,1,0.568156419,
2021,Misc fish,1,1,6.035570003,
2021,Other osmerids,1,1,0.013689997,
2021,Pandalid shrimp,1,1,0.001183065,
2021,Pandalid shrimp,1,1,0.000115995,
2021,Pandalid shrimp,1,1,0.00720001,
2021,Pandalid shrimp,1,1,0.000236057,
2021,Sculpin,1,1,1.61873,
2021,Sculpin,1,1,0.34323,
2021,Sculpin,1,1,0.22457,
2021,Sculpin,1,1,0.02979,
2021,Sculpin,1,1,0.00198,
2021,Sculpin,1,1,0.03676,
2021,Scypho jellies,1,1,0.009582419,
2021,Scypho jellies,1,1,0.047172302,
2021,Scypho jellies,1,1,0.004625053,
2021,Scypho jellies,1,1,0.020059997,
2021,Scypho jellies,1,1,0.001108951,
2021,Scypho jellies,1,1,0.009412292,
2021,Scypho jellies,1,1,0.000539098,
2021,Scypho jellies,1,1,0.00227861,
2021,Scypho jellies,1,1,0.139020011,
2021,Sea anemone unidentified,1,1,0.009183468,
2021,Sea anemone unidentified,1,1,0.003612162,
2021,Sea anemone unidentified,1,1,0.000354158,
2021,Sea anemone unidentified,1,1,0.001062782,
2021,Sea anemone unidentified,1,1,0.000720735,
2021,Sea anemone unidentified,1,1,0.002183743,
2021,Sea star,1,1,0.005762762,
2021,Sea star,1,1,0.027632551,
2021,Sea star,1,1,0.00270926,
2021,Sea star,1,1,0.001450002,
