year,performance,specimen_type,join_key,haul_join,port_join,species,fmp_gear,fmp_area,fmp_subarea,age,length,weight,gear_type,haul_seq
2000,1,1,1110818,1110818,NA,303,TRW,GOA,CG,22,38,0.8,1,NA
2000,1,1,1110818,1110818,NA,303,TRW,GOA,CG,15,39,0.8,1,NA
2000,1,1,1110818,1110818,NA,303,TRW,GOA,CG,24,41,0.85,1,NA
2000,1,1,1110818,1110818,NA,303,TRW,GOA,CG,32,41,0.95,1,NA
2000,1,1,1110690,1110690,NA,303,TRW,GOA,CG,10,39,NA,1,NA
2000,1,1,1110690,1110690,NA,303,TRW,GOA,CG,10,39,NA,1,NA
2000,1,1,1109423,1109423,NA,303,TRW,GOA,CG,27,38,0.8,1,NA
2000,1,1,1109423,1109423,NA,303,TRW,GOA,CG,29,39,0.95,1,NA
2000,1,1,1111845,1111845,NA,303,TRW,GOA,WY,10,35,0.56,1,NA
2000,1,1,1111845,1111845,NA,303,TRW,GOA,WY,12,37,0.66,1,NA
2000,1,1,1109841,1109841,NA,303,TRW,GOA,CG,14,37,0.85,1,NA
2000,1,1,1109841,1109841,NA,303,TRW,GOA,CG,18,39,0.95,1,NA
2000,1,1,1110819,1110819,NA,303,TRW,GOA,CG,28,38,0.7,1,NA
2000,1,1,1110819,1110819,NA,303,TRW,GOA,CG,16,38,0.75,1,NA
2000,1,1,1110819,1110819,NA,303,TRW,GOA,CG,17,39,0.8,1,NA
2000,1,1,1110819,1110819,NA,303,TRW,GOA,CG,25,40,0.8,1,NA
2000,1,1,1110819,1110819,NA,303,TRW,GOA,CG,29,41,0.9,1,NA
2000,1,1,1109681,1109681,NA,303,TRW,GOA,CG,32,38,0.86,1,NA
2000,1,1,1109681,1109681,NA,303,TRW,GOA,CG,17,39,0.89,1,NA
2000,1,1,1109834,1109834,NA,303,TRW,GOA,CG,33,36,0.8,1,NA
2000,1,1,1109834,1109834,NA,303,TRW,GOA,CG,18,37,0.75,1,NA
2000,1,1,1109834,1109834,NA,303,TRW,GOA,CG,19,37,0.8,1,NA
2000,1,1,1109834,1109834,NA,303,TRW,GOA,CG,43,39,0.95,1,NA
2000,1,1,1109834,1109834,NA,303,TRW,GOA,CG,31,39,1,1,NA
2000,1,1,1109670,1109670,NA,303,TRW,GOA,CG,16,38,0.7,1,NA
2000,1,1,1109670,1109670,NA,303,TRW,GOA,CG,15,38,0.71,1,NA
2000,1,1,1110719,1110719,NA,303,TRW,GOA,CG,31,40,NA,1,NA
2000,1,1,1110719,1110719,NA,303,TRW,GOA,CG,20,41,NA,1,NA
2000,1,1,1109056,1109056,NA,303,TRW,GOA,CG,14,34,0.9,1,NA
2000,1,1,1109056,1109056,NA,303,TRW,GOA,CG,11,35,0.85,1,NA
2000,1,1,1109056,1109056,NA,303,TRW,GOA,CG,16,38,1,1,NA
2000,1,1,1109056,1109056,NA,303,TRW,GOA,CG,12,39,1.1,1,NA
2000,1,1,1109056,1109056,NA,303,TRW,GOA,CG,19,40,1.1,1,NA
2000,4,1,1112152,1112152,NA,303,TRW,GOA,CG,8,33,0.55,1,NA
2000,4,1,1112152,1112152,NA,303,TRW,GOA,CG,16,39,0.85,1,NA
2000,1,1,1119948,1119948,NA,303,TRW,GOA,WG,26,39,1,1,NA
2000,1,1,1119948,1119948,NA,303,TRW,GOA,WG,39,41,1.2,1,NA
2000,1,1,1113016,1113016,NA,303,TRW,GOA,CG,16,39,0.82,1,NA
2000,1,1,1113016,1113016,NA,303,TRW,GOA,CG,24,42,1.04,1,NA
2000,1,1,1119949,1119949,NA,303,TRW,GOA,WG,14,36,0.65,1,NA
2000,1,1,1119949,1119949,NA,303,TRW,GOA,WG,25,42,1.2,1,NA
2000,1,1,1111766,1111766,NA,303,TRW,GOA,CG,24,36,0.7,1,NA
2000,1,1,1111766,1111766,NA,303,TRW,GOA,CG,24,37,0.7,1,NA
2000,1,1,1111766,1111766,NA,303,TRW,GOA,CG,15,38,0.7,1,NA
2000,1,1,1111766,1111766,NA,303,TRW,GOA,CG,17,39,0.9,1,NA
2000,1,1,1111766,1111766,NA,303,TRW,GOA,CG,21,42,1.2,1,NA
2000,4,1,1109424,1109424,NA,303,TRW,GOA,CG,13,35,0.6,1,NA
2000,4,1,1109424,1109424,NA,303,TRW,GOA,CG,17,38,0.7,1,NA
2000,4,1,1109424,1109424,NA,303,TRW,GOA,CG,16,38,0.75,1,NA
2000,4,1,1109424,1109424,NA,303,TRW,GOA,CG,14,39,0.9,1,NA
2000,4,1,1109424,1109424,NA,303,TRW,GOA,CG,16,39,0.9,1,NA
2000,1,1,1111372,1111372,NA,303,TRW,GOA,CG,10,34,0.65,1,NA
2000,1,1,1111372,1111372,NA,303,TRW,GOA,CG,10,36,0.8,1,NA
2000,1,1,1111372,1111372,NA,303,TRW,GOA,CG,12,37,0.75,1,NA
2000,1,1,1111372,1111372,NA,303,TRW,GOA,CG,30,40,0.95,1,NA
2000,1,1,1113697,1113697,NA,303,TRW,GOA,CG,11,35,0.5,1,NA
2000,1,1,1113697,1113697,NA,303,TRW,GOA,CG,17,38,0.85,1,NA
2000,1,1,1109634,1109634,NA,303,TRW,GOA,CG,15,38,0.79,1,NA
2000,1,1,1109634,1109634,NA,303,TRW,GOA,CG,16,41,0.98,1,NA
2000,1,1,1119968,1119968,NA,303,TRW,GOA,CG,6,28,0.3,1,NA
2000,1,1,1119968,1119968,NA,303,TRW,GOA,CG,15,35,0.6,1,NA
2000,1,1,1109825,1109825,NA,303,TRW,GOA,CG,23,37,0.7,1,NA
2000,5,1,1109824,1109824,NA,303,TRW,GOA,CG,16,38,0.7,1,NA
2000,1,1,1109837,1109837,NA,303,TRW,GOA,CG,13,36,0.75,1,NA
2000,1,1,1109837,1109837,NA,303,TRW,GOA,CG,19,41,1,1,NA
2000,1,1,1111403,1111403,NA,303,TRW,GOA,CG,14,38,0.8,1,NA
2000,1,1,1111403,1111403,NA,303,TRW,GOA,CG,25,40,0.9,1,NA
2000,1,1,1115952,1115952,NA,303,TRW,GOA,CG,19,36,0.75,1,NA
2000,1,1,1115952,1115952,NA,303,TRW,GOA,CG,29,37,0.85,1,NA
2000,1,1,1115952,1115952,NA,303,TRW,GOA,CG,22,38,0.8,1,NA
2000,1,1,1115952,1115952,NA,303,TRW,GOA,CG,23,38,0.9,1,NA
2000,1,1,1115952,1115952,NA,303,TRW,GOA,CG,14,39,0.85,1,NA
2000,1,1,1115937,1115937,NA,303,TRW,GOA,WG,9,34,0.4,1,NA
2000,1,1,1115937,1115937,NA,303,TRW,GOA,WG,10,35,0.6,1,NA
2000,1,1,1115937,1115937,NA,303,TRW,GOA,WG,17,37,0.75,1,NA
2000,1,1,1115937,1115937,NA,303,TRW,GOA,WG,27,38,0.85,1,NA
2000,1,1,1115937,1115937,NA,303,TRW,GOA,WG,30,38,0.95,1,NA
2000,1,1,1110718,1110718,NA,303,TRW,GOA,CG,6,26,NA,1,NA
2000,1,1,1110718,1110718,NA,303,TRW,GOA,CG,11,34,NA,1,NA
2000,1,1,1110718,1110718,NA,303,TRW,GOA,CG,13,36,NA,1,NA
2000,1,1,1110718,1110718,NA,303,TRW,GOA,CG,18,40,NA,1,NA
2000,1,1,1110718,1110718,NA,303,TRW,GOA,CG,28,40,NA,1,NA
2000,1,1,1110822,1110822,NA,303,TRW,GOA,CG,11,36,0.75,1,NA
2000,1,1,1110822,1110822,NA,303,TRW,GOA,CG,33,39,0.8,1,NA
2000,1,1,1110822,1110822,NA,303,TRW,GOA,CG,24,40,0.95,1,NA
2000,1,1,1110822,1110822,NA,303,TRW,GOA,CG,14,41,0.95,1,NA
2000,1,1,1110822,1110822,NA,303,TRW,GOA,CG,25,43,1,1,NA
2000,1,1,1109403,1109403,NA,303,TRW,GOA,CG,32,39,0.85,1,NA
2000,1,1,1109403,1109403,NA,303,TRW,GOA,CG,28,39,1,1,NA
2000,1,1,1120892,1120892,NA,303,TRW,GOA,CG,18,37,0.75,1,NA
2000,1,1,1120892,1120892,NA,303,TRW,GOA,CG,19,39,0.8,1,NA
2000,1,1,1109404,1109404,NA,303,TRW,GOA,CG,12,36,0.65,1,NA
2000,1,1,1109404,1109404,NA,303,TRW,GOA,CG,26,41,1,1,NA
2000,1,1,1113696,1113696,NA,303,TRW,GOA,CG,10,37,0.7,1,NA
2000,1,1,1113696,1113696,NA,303,TRW,GOA,CG,28,39,0.8,1,NA
2000,1,1,1112176,1112176,NA,303,TRW,GOA,CG,12,36,0.8,1,NA
2000,1,1,1112176,1112176,NA,303,TRW,GOA,CG,16,39,1,1,NA
2000,1,1,1112176,1112176,NA,303,TRW,GOA,CG,32,39,1.05,1,NA
2000,1,1,1112176,1112176,NA,303,TRW,GOA,CG,30,39,1.1,1,NA
2000,1,1,1112176,1112176,NA,303,TRW,GOA,CG,23,40,1.05,1,NA
2000,1,1,1113020,1113020,NA,303,TRW,GOA,CG,18,38,0.74,1,NA
2000,1,1,1113020,1113020,NA,303,TRW,GOA,CG,26,41,1.1,1,NA
2000,4,1,1109372,1109372,NA,303,TRW,GOA,CG,8,35,0.6,2,NA
2000,4,1,1109372,1109372,NA,303,TRW,GOA,CG,24,39,0.7,2,NA
2000,1,1,1111863,1111863,NA,303,TRW,GOA,WY,8,33,0.48,1,NA
2000,1,1,1111863,1111863,NA,303,TRW,GOA,WY,17,39,0.82,1,NA
2000,1,1,1111402,1111402,NA,303,TRW,GOA,CG,46,38,0.9,1,NA
2000,1,1,1111402,1111402,NA,303,TRW,GOA,CG,23,40,1.05,1,NA
2000,1,1,1115948,1115948,NA,303,TRW,GOA,WG,12,36,0.8,1,NA
2000,1,1,1115948,1115948,NA,303,TRW,GOA,WG,13,37,0.75,1,NA
2000,1,1,1115948,1115948,NA,303,TRW,GOA,WG,30,38,0.75,1,NA
2000,1,1,1115948,1115948,NA,303,TRW,GOA,WG,16,38,0.9,1,NA
2000,1,1,1115948,1115948,NA,303,TRW,GOA,WG,12,38,0.95,1,NA
2000,1,1,1112996,1112996,NA,303,TRW,GOA,CG,24,36,0.72,1,NA
2000,1,1,1112996,1112996,NA,303,TRW,GOA,CG,13,37,0.77,1,NA
2000,1,1,1112996,1112996,NA,303,TRW,GOA,CG,16,37,0.82,1,NA
2000,1,1,1112996,1112996,NA,303,TRW,GOA,CG,34,38,0.86,1,NA
2000,1,1,1112996,1112996,NA,303,TRW,GOA,CG,16,39,0.87,1,NA
2000,1,1,1113691,1113691,NA,303,TRW,GOA,CG,11,33,0.55,1,NA
2000,1,1,1113691,1113691,NA,303,TRW,GOA,CG,10,34,0.6,1,NA
2000,1,1,1113691,1113691,NA,303,TRW,GOA,CG,31,37,0.85,1,NA
2000,1,1,1113691,1113691,NA,303,TRW,GOA,CG,18,38,0.8,1,NA
2000,1,1,1113691,1113691,NA,303,TRW,GOA,CG,22,41,0.95,1,NA
2000,1,1,1109411,1109411,NA,303,TRW,GOA,CG,15,39,0.9,1,NA
2000,1,1,1109411,1109411,NA,303,TRW,GOA,CG,27,39,0.95,1,NA
2000,1,1,1112149,1112149,NA,303,TRW,GOA,CG,30,40,0.9,1,NA
2000,1,1,1115925,1115925,NA,303,TRW,GOA,WG,9,32,0.6,1,NA
2000,1,1,1115925,1115925,NA,303,TRW,GOA,WG,16,38,0.9,1,NA
2000,1,1,1115925,1115925,NA,303,TRW,GOA,WG,24,40,1.15,1,NA
2000,1,1,1115925,1115925,NA,303,TRW,GOA,WG,18,41,1,1,NA
2000,1,1,1115926,1115926,NA,303,TRW,GOA,WG,12,37,0.95,1,NA
2000,1,1,1115926,1115926,NA,303,TRW,GOA,WG,26,39,0.9,1,NA
2000,1,1,1110716,1110716,NA,303,TRW,GOA,CG,29,40,NA,1,NA
2000,1,1,1110716,1110716,NA,303,TRW,GOA,CG,36,41,NA,1,NA
2000,1,1,1109052,1109052,NA,303,TRW,GOA,CG,13,35,0.8,1,NA
2000,1,1,1109052,1109052,NA,303,TRW,GOA,CG,20,35,1.05,1,NA
2000,1,1,1109052,1109052,NA,303,TRW,GOA,CG,18,38,1,1,NA
2000,1,1,1109052,1109052,NA,303,TRW,GOA,CG,15,38,1,1,NA
2000,1,1,1109052,1109052,NA,303,TRW,GOA,CG,23,40,1.2,1,NA
2000,1,1,1112155,1112155,NA,303,TRW,GOA,CG,16,36,0.7,1,NA
2000,1,1,1112155,1112155,NA,303,TRW,GOA,CG,11,37,0.8,1,NA
2000,1,1,1109412,1109412,NA,303,TRW,GOA,CG,22,40,0.95,1,NA
2000,1,1,1109412,1109412,NA,303,TRW,GOA,CG,15,40,1,1,NA
2000,1,1,1109629,1109629,NA,303,TRW,GOA,CG,28,38,0.84,1,NA
2000,1,1,1109629,1109629,NA,303,TRW,GOA,CG,17,39,0.9,1,NA
2000,1,1,1112154,1112154,NA,303,TRW,GOA,CG,32,38,0.8,1,NA
2000,1,1,1112154,1112154,NA,303,TRW,GOA,CG,30,38,0.8,1,NA
2000,1,1,1119960,1119960,NA,303,TRW,GOA,WG,12,38,0.9,1,NA
2000,1,1,1119960,1119960,NA,303,TRW,GOA,WG,43,43,1.5,1,NA
2000,1,1,1109827,1109827,NA,303,TRW,GOA,CG,8,31,0.45,1,NA
2000,1,1,1109827,1109827,NA,303,TRW,GOA,CG,36,36,0.7,1,NA
2000,1,1,1109827,1109827,NA,303,TRW,GOA,CG,12,37,0.75,1,NA
2000,1,1,1109827,1109827,NA,303,TRW,GOA,CG,15,38,0.75,1,NA
2000,1,1,1109827,1109827,NA,303,TRW,GOA,CG,13,40,0.9,1,NA
2000,1,1,1112183,1112183,NA,303,TRW,GOA,CG,8,33,0.65,1,NA
2000,1,1,1112183,1112183,NA,303,TRW,GOA,CG,11,34,0.7,1,NA
2000,1,1,1112183,1112183,NA,303,TRW,GOA,CG,23,42,1.2,1,NA
2000,1,1,1112183,1112183,NA,303,TRW,GOA,CG,24,43,1.25,1,NA
2000,1,1,1111313,1111313,NA,303,TRW,GOA,CG,24,35,0.7,1,NA
2000,1,1,1111313,1111313,NA,303,TRW,GOA,CG,22,40,0.9,1,NA
2000,1,1,1115944,1115944,NA,303,TRW,GOA,WG,17,37,0.8,1,NA
2000,1,1,1115944,1115944,NA,303,TRW,GOA,WG,20,38,0.8,1,NA
2000,1,1,1115944,1115944,NA,303,TRW,GOA,WG,12,38,0.85,1,NA
2000,1,1,1115944,1115944,NA,303,TRW,GOA,WG,17,41,1.15,1,NA
2000,1,1,1115944,1115944,NA,303,TRW,GOA,WG,31,42,1.25,1,NA
2000,1,1,1111371,1111371,NA,303,TRW,GOA,CG,22,37,0.75,1,NA
2000,1,1,1111371,1111371,NA,303,TRW,GOA,CG,18,40,0.9,1,NA
2000,1,1,1112949,1112949,NA,303,TRW,GOA,CG,12,38,0.73,1,NA
2000,1,1,1112949,1112949,NA,303,TRW,GOA,CG,18,39,0.86,1,NA
2000,1,1,1115927,1115927,NA,303,TRW,GOA,WG,13,39,1,1,NA
2000,1,1,1115927,1115927,NA,303,TRW,GOA,WG,16,39,1.05,1,NA
2000,1,1,1115938,1115938,NA,303,TRW,GOA,WG,22,35,0.7,1,NA
2000,1,1,1115938,1115938,NA,303,TRW,GOA,WG,18,38,0.9,1,NA
2000,1,1,1115930,1115930,NA,303,TRW,GOA,WG,16,39,0.9,1,NA
2000,1,1,1115930,1115930,NA,303,TRW,GOA,WG,25,40,1,1,NA
2000,1,1,1111848,1111848,NA,303,TRW,GOA,WY,13,36,0.6,2,NA
2000,1,1,1111848,1111848,NA,303,TRW,GOA,WY,16,40,0.92,2,NA
2000,1,1,1109408,1109408,NA,303,TRW,GOA,CG,15,39,0.8,1,NA
2000,1,1,1109408,1109408,NA,303,TRW,GOA,CG,29,40,0.95,1,NA
2000,3,1,1113026,1113026,NA,303,TRW,GOA,CG,15,38,0.77,1,NA
2000,3,1,1113026,1113026,NA,303,TRW,GOA,CG,17,38,0.77,1,NA
2000,3,1,1113026,1113026,NA,303,TRW,GOA,CG,12,38,0.79,1,NA
2000,3,1,1113026,1113026,NA,303,TRW,GOA,CG,11,38,0.85,1,NA
2000,3,1,1113026,1113026,NA,303,TRW,GOA,CG,16,39,0.89,1,NA
2000,1,1,1109856,1109856,NA,303,TRW,GOA,CG,10,36,0.8,1,NA
2000,1,1,1109856,1109856,NA,303,TRW,GOA,CG,38,38,0.9,1,NA
2000,5,1,1109824,1109824,NA,303,TRW,GOA,CG,6,30,0.45,1,NA
2000,5,1,1109824,1109824,NA,303,TRW,GOA,CG,21,36,0.7,1,NA
2000,5,1,1109824,1109824,NA,303,TRW,GOA,CG,15,37,0.65,1,NA
2000,5,1,1109824,1109824,NA,303,TRW,GOA,CG,14,38,0.65,1,NA
2000,1,1,1112938,1112938,NA,303,TRW,GOA,CG,14,38,0.79,1,NA
2000,1,1,1112938,1112938,NA,303,TRW,GOA,CG,24,40,0.95,1,NA
2000,4,1,1109666,1109666,NA,303,TRW,GOA,CG,13,36,0.6,1,NA
2000,4,1,1109666,1109666,NA,303,TRW,GOA,CG,20,39,0.8,1,NA
2000,3,1,1109409,1109409,NA,303,TRW,GOA,CG,11,37,0.8,1,NA
2000,3,1,1109409,1109409,NA,303,TRW,GOA,CG,14,39,0.9,1,NA
2000,1,1,1115932,1115932,NA,303,TRW,GOA,WG,10,32,0.55,1,NA
2000,1,1,1115932,1115932,NA,303,TRW,GOA,WG,11,36,0.9,1,NA
2000,1,1,1115932,1115932,NA,303,TRW,GOA,WG,26,38,0.9,1,NA
2000,1,1,1115932,1115932,NA,303,TRW,GOA,WG,15,40,1.1,1,NA
2000,1,1,1115932,1115932,NA,303,TRW,GOA,WG,17,41,1.05,1,NA
2000,1,1,1110824,1110824,NA,303,TRW,GOA,CG,14,38,0.8,1,NA
2000,1,1,1110824,1110824,NA,303,TRW,GOA,CG,31,39,0.85,1,NA
2000,1,1,1110824,1110824,NA,303,TRW,GOA,CG,26,39,0.9,1,NA
2000,1,1,1110824,1110824,NA,303,TRW,GOA,CG,17,40,0.85,1,NA
2000,4,1,1109425,1109425,NA,303,TRW,GOA,CG,6,27,0.3,1,NA
2000,4,1,1109425,1109425,NA,303,TRW,GOA,CG,6,28,0.35,1,NA
2000,4,1,1109425,1109425,NA,303,TRW,GOA,CG,12,38,0.75,1,NA
2000,4,1,1109425,1109425,NA,303,TRW,GOA,CG,28,38,0.8,1,NA
2000,4,1,1109425,1109425,NA,303,TRW,GOA,CG,15,39,0.8,1,NA
2000,1,1,1111859,1111859,NA,303,TRW,GOA,WY,8,35,0.54,1,NA
2000,1,1,1111864,1111864,NA,303,TRW,GOA,WY,12,36,0.62,1,NA
2000,1,1,1111864,1111864,NA,303,TRW,GOA,WY,18,40,0.84,1,NA
2000,1,1,1119957,1119957,NA,303,TRW,GOA,WG,13,39,1.5,1,NA
2000,1,1,1112150,1112150,NA,303,TRW,GOA,CG,16,39,0.7,1,NA
2000,1,1,1112150,1112150,NA,303,TRW,GOA,CG,21,40,0.85,1,NA
2000,1,1,1110696,1110696,NA,303,TRW,GOA,CG,17,40,NA,1,NA
2000,1,1,1110696,1110696,NA,303,TRW,GOA,CG,39,42,NA,1,NA
2000,1,1,1109874,1109874,NA,303,TRW,GOA,CG,40,36,0.6,1,NA
2000,1,1,1109874,1109874,NA,303,TRW,GOA,CG,16,39,0.75,1,NA
2000,3,1,1110725,1110725,NA,303,TRW,GOA,CG,20,40,NA,1,NA
2000,3,1,1109829,1109829,NA,303,TRW,GOA,CG,33,38,0.85,1,NA
2000,3,1,1109829,1109829,NA,303,TRW,GOA,CG,26,43,1.1,1,NA
2000,1,1,1109830,1109830,NA,303,TRW,GOA,CG,6,29,0.35,1,NA
2000,1,1,1109830,1109830,NA,303,TRW,GOA,CG,24,41,1.1,1,NA
2000,1,1,1110707,1110707,NA,303,TRW,GOA,CG,8,30,NA,1,NA
2000,1,1,1110707,1110707,NA,303,TRW,GOA,CG,20,40,NA,1,NA
2000,3,1,1110709,1110709,NA,303,TRW,GOA,CG,13,37,NA,1,NA
2000,3,1,1110709,1110709,NA,303,TRW,GOA,CG,10,31,NA,1,NA
2000,1,1,1112186,1112186,NA,303,TRW,GOA,CG,15,39,0.95,1,NA
2000,1,1,1112186,1112186,NA,303,TRW,GOA,CG,22,40,1,1,NA
2000,1,1,1120904,1120904,NA,303,TRW,GOA,CG,12,38,0.9,1,NA
2000,1,1,1120904,1120904,NA,303,TRW,GOA,CG,17,38,1,1,NA
2000,3,1,1109407,1109407,NA,303,TRW,GOA,CG,12,36,0.7,1,NA
2000,3,1,1109407,1109407,NA,303,TRW,GOA,CG,17,37,0.7,1,NA
2000,1,1,1111302,1111302,NA,303,TRW,GOA,CG,17,40,0.9,1,NA
2000,1,1,1111302,1111302,NA,303,TRW,GOA,CG,9,31,0.4,1,NA
2000,1,1,1111844,1111844,NA,303,TRW,GOA,WY,12,36,0.7,1,NA
2000,1,1,1111844,1111844,NA,303,TRW,GOA,WY,16,37,0.68,1,NA
2000,1,1,1115943,1115943,NA,303,TRW,GOA,WG,12,35,0.7,1,NA
2000,1,1,1115943,1115943,NA,303,TRW,GOA,WG,12,37,0.9,1,NA
2000,1,1,1115943,1115943,NA,303,TRW,GOA,WG,16,40,1,1,NA
2000,1,1,1115943,1115943,NA,303,TRW,GOA,WG,20,41,1.2,1,NA
2000,1,1,1115943,1115943,NA,303,TRW,GOA,WG,25,42,1.2,1,NA
2000,1,1,1112984,1112984,NA,303,TRW,GOA,CG,12,36,0.69,1,NA
2000,1,1,1112984,1112984,NA,303,TRW,GOA,CG,15,39,0.87,1,NA
2000,1,1,1119955,1119955,NA,303,TRW,GOA,WG,24,41,1.2,1,NA
2000,1,1,1119955,1119955,NA,303,TRW,GOA,WG,24,44,1.7,1,NA
2000,1,1,1111395,1111395,NA,303,TRW,GOA,CG,10,33,0.55,1,NA
2000,1,1,1111395,1111395,NA,303,TRW,GOA,CG,27,39,0.95,1,NA
2000,1,1,1111395,1111395,NA,303,TRW,GOA,CG,20,40,1,1,NA
2000,1,1,1112973,1112973,NA,303,TRW,GOA,CG,12,38,0.79,1,NA
2000,1,1,1112973,1112973,NA,303,TRW,GOA,CG,18,39,0.83,1,NA
2000,1,1,1115925,1115925,NA,303,TRW,GOA,WG,9,31,0.5,1,NA
2000,1,1,1109839,1109839,NA,303,TRW,GOA,CG,26,39,0.95,1,NA
2000,1,1,1119945,1119945,NA,303,TRW,GOA,CG,19,35,0.6,1,NA
2000,1,1,1119945,1119945,NA,303,TRW,GOA,CG,25,38,0.9,1,NA
2000,1,1,1112156,1112156,NA,303,TRW,GOA,CG,17,39,0.9,1,NA
2000,1,1,1112156,1112156,NA,303,TRW,GOA,CG,6,28,0.3,1,NA
2000,1,1,1109630,1109630,NA,303,TRW,GOA,CG,14,36,0.7,1,NA
2000,1,1,1109630,1109630,NA,303,TRW,GOA,CG,16,38,0.77,1,NA
2000,1,1,1111763,1111763,NA,303,TRW,GOA,CG,30,37,0.8,1,NA
2000,1,1,1111763,1111763,NA,303,TRW,GOA,CG,29,43,0.9,1,NA
2000,1,1,1112163,1112163,NA,303,TRW,GOA,CG,26,39,1,1,NA
2000,1,1,1107569,1107569,NA,303,TRW,GOA,CG,15,38,0.7,1,NA
2000,1,1,1107569,1107569,NA,303,TRW,GOA,CG,20,39,0.8,1,NA
2000,1,1,1115933,1115933,NA,303,TRW,GOA,WG,9,30,0.45,1,NA
2000,1,1,1115933,1115933,NA,303,TRW,GOA,WG,42,38,0.9,1,NA
2000,1,1,1115933,1115933,NA,303,TRW,GOA,WG,13,38,0.9,1,NA
2000,1,1,1115933,1115933,NA,303,TRW,GOA,WG,22,40,1,1,NA
2000,1,1,1115933,1115933,NA,303,TRW,GOA,WG,17,40,1.1,1,NA
2000,1,1,1109836,1109836,NA,303,TRW,GOA,CG,15,38,0.7,1,NA
2000,1,1,1109836,1109836,NA,303,TRW,GOA,CG,17,38,0.8,1,NA
2000,1,1,1119947,1119947,NA,303,TRW,GOA,WG,9,33,0.6,1,NA
2000,1,1,1119947,1119947,NA,303,TRW,GOA,WG,13,35,0.8,1,NA
2000,1,1,1116653,1116653,NA,303,TRW,GOA,WG,19,41,1,1,NA
2000,1,1,1116653,1116653,NA,303,TRW,GOA,WG,22,44,1.2,1,NA
2000,1,1,1113017,1113017,NA,303,TRW,GOA,CG,31,39,0.84,1,NA
2000,1,1,1113017,1113017,NA,303,TRW,GOA,CG,17,39,0.88,1,NA
2000,1,1,1113017,1113017,NA,303,TRW,GOA,CG,31,40,0.91,1,NA
2000,1,1,1113017,1113017,NA,303,TRW,GOA,CG,39,41,0.97,1,NA
2000,1,1,1113017,1113017,NA,303,TRW,GOA,CG,23,42,1.17,1,NA
2000,1,1,1110714,1110714,NA,303,TRW,GOA,CG,23,35,NA,1,NA
2000,1,1,1110714,1110714,NA,303,TRW,GOA,CG,15,39,NA,1,NA
2000,1,1,1109875,1109875,NA,303,TRW,GOA,CG,10,33,0.45,1,NA
2000,1,1,1109875,1109875,NA,303,TRW,GOA,CG,17,34,0.53,1,NA
2000,1,1,1111360,1111360,NA,303,TRW,GOA,CG,24,38,0.8,1,NA
2000,1,1,1111360,1111360,NA,303,TRW,GOA,CG,20,40,1,1,NA
2000,1,1,1120898,1120898,NA,303,TRW,GOA,CG,30,35,0.65,1,NA
2000,1,1,1120898,1120898,NA,303,TRW,GOA,CG,18,38,0.9,1,NA
2000,1,1,1110724,1110724,NA,303,TRW,GOA,CG,26,39,NA,1,NA
2000,1,1,1110724,1110724,NA,303,TRW,GOA,CG,26,39,NA,1,NA
2000,4,1,1109835,1109835,NA,303,TRW,GOA,CG,35,35,0.6,1,NA
2000,4,1,1109835,1109835,NA,303,TRW,GOA,CG,28,41,1,1,NA
2000,1,1,1110842,1110842,NA,303,TRW,GOA,CG,16,41,1.05,1,NA
2000,1,1,1110842,1110842,NA,303,TRW,GOA,CG,33,41,1.2,1,NA
2000,1,1,1110842,1110842,NA,303,TRW,GOA,CG,27,42,1.2,1,NA
2000,1,1,1110842,1110842,NA,303,TRW,GOA,CG,29,42,1.3,1,NA
2000,1,1,1110842,1110842,NA,303,TRW,GOA,CG,25,45,1.3,1,NA
2000,1,1,1111331,1111331,NA,303,TRW,GOA,CG,30,36,0.65,1,NA
2000,1,1,1111331,1111331,NA,303,TRW,GOA,CG,26,36,0.65,1,NA
2000,1,1,1111331,1111331,NA,303,TRW,GOA,CG,19,39,0.9,1,NA
2000,1,1,1111331,1111331,NA,303,TRW,GOA,CG,14,40,0.9,1,NA
2000,1,1,1111331,1111331,NA,303,TRW,GOA,CG,26,41,0.95,1,NA
2000,1,1,1118074,1118074,NA,303,TRW,GOA,WG,23,41,0.95,1,NA
2000,1,1,1118074,1118074,NA,303,TRW,GOA,WG,40,44,1.02,1,NA
2000,1,1,1111583,1111583,NA,303,TRW,GOA,CG,18,41,1,1,NA
2000,1,1,1111583,1111583,NA,303,TRW,GOA,CG,30,44,1.3,1,NA
2000,1,1,1112997,1112997,NA,303,TRW,GOA,CG,10,36,0.64,1,NA
2000,1,1,1112997,1112997,NA,303,TRW,GOA,CG,30,36,0.66,1,NA
2000,1,1,1112997,1112997,NA,303,TRW,GOA,CG,16,38,0.86,1,NA
2000,1,1,1112997,1112997,NA,303,TRW,GOA,CG,29,41,1.05,1,NA
2000,1,1,1112997,1112997,NA,303,TRW,GOA,CG,24,41,1.06,1,NA
2000,1,1,1101677,1101677,NA,303,TRW,GOA,WG,7,29,0.3,1,NA
2000,1,1,1101677,1101677,NA,303,TRW,GOA,WG,11,33,0.5,1,NA
2000,1,1,1109898,1109898,NA,303,TRW,GOA,CG,20,38,0.9,1,NA
2000,1,1,1109898,1109898,NA,303,TRW,GOA,CG,25,44,0.4,1,NA
2000,1,1,1111317,1111317,NA,303,TRW,GOA,CG,30,38,0.8,1,NA
