"CRUISE","YEAR","HAULJOIN","CRUISEJOIN","SPECIES_CODE","FREQUENCY","LENGTH","SEX","REGION","PERFORMANCE","STRATUM"
200101,2001,1077819,1077655,30420,3,320,1,"GOA",0,131
200101,2001,1077819,1077655,30420,3,330,1,"GOA",0,131
200101,2001,1077819,1077655,30420,3,330,2,"GOA",0,131
200101,2001,1077819,1077655,30420,4,340,1,"GOA",0,131
200101,2001,1077819,1077655,30420,6,340,2,"GOA",0,131
200101,2001,1077819,1077655,30420,5,350,2,"GOA",0,131
200101,2001,1077819,1077655,30420,6,350,1,"GOA",0,131
200101,2001,1077819,1077655,30420,5,360,2,"GOA",0,131
200101,2001,1077819,1077655,30420,11,360,1,"GOA",0,131
200101,2001,1077819,1077655,30420,13,370,1,"GOA",0,131
200101,2001,1077819,1077655,30420,6,380,2,"GOA",0,131
200101,2001,1077819,1077655,30420,15,380,1,"GOA",0,131
200101,2001,1077819,1077655,30420,4,390,2,"GOA",0,131
200101,2001,1077819,1077655,30420,10,390,1,"GOA",0,131
200101,2001,1077819,1077655,30420,1,400,2,"GOA",0,131
200101,2001,1077819,1077655,30420,5,400,1,"GOA",0,131
200101,2001,1077819,1077655,30420,11,300,2,"GOA",0,131
200101,2001,1077819,1077655,30420,1,410,1,"GOA",0,131
200101,2001,1077819,1077655,30420,2,410,2,"GOA",0,131
200101,2001,1077819,1077655,30420,1,440,2,"GOA",0,131
200101,2001,1077819,1077655,30420,1,450,2,"GOA",0,131
200101,2001,1077819,1077655,30420,1,240,1,"GOA",0,131
200101,2001,1077819,1077655,30420,2,320,2,"GOA",0,131
200101,2001,1077819,1077655,30420,2,370,2,"GOA",0,131
200101,2001,1077819,1077655,30420,1,420,2,"GOA",0,131
200101,2001,1077823,1077655,30420,3,360,1,"GOA",1.2,134
200101,2001,1077823,1077655,30420,1,290,2,"GOA",1.2,134
200101,2001,1077823,1077655,30420,1,300,2,"GOA",1.2,134
200101,2001,1077823,1077655,30420,1,310,2,"GOA",1.2,134
200101,2001,1077823,1077655,30420,3,360,2,"GOA",1.2,134
200101,2001,1077823,1077655,30420,1,370,1,"GOA",1.2,134
200101,2001,1077823,1077655,30420,1,370,2,"GOA",1.2,134
200101,2001,1077823,1077655,30420,3,380,1,"GOA",1.2,134
200101,2001,1077823,1077655,30420,1,390,1,"GOA",1.2,134
200101,2001,1077823,1077655,30420,12,390,2,"GOA",1.2,134
200101,2001,1077823,1077655,30420,1,400,1,"GOA",1.2,134
200101,2001,1077823,1077655,30420,1,400,2,"GOA",1.2,134
200101,2001,1077823,1077655,30420,1,410,2,"GOA",1.2,134
200101,2001,1077823,1077655,30420,11,380,2,"GOA",1.2,134
200101,2001,1077824,1077655,30420,1,320,2,"GOA",0,230
199901,1999,978854,978772,30420,1,310,1,"GOA",0,133
199901,1999,978856,978772,30420,1,300,2,"GOA",0,133
199901,1999,978856,978772,30420,1,230,2,"GOA",0,133
199901,1999,978857,978772,30420,1,400,1,"GOA",0,133
199901,1999,978857,978772,30420,1,370,2,"GOA",0,133
199901,1999,978857,978772,30420,1,400,2,"GOA",0,133
199901,1999,978858,978772,30420,1,270,2,"GOA",0,133
199901,1999,978858,978772,30420,1,370,2,"GOA",0,133
199901,1999,978861,978772,30420,1,330,2,"GOA",0,133
199901,1999,978861,978772,30420,1,330,1,"GOA",0,133
199901,1999,978861,978772,30420,1,340,1,"GOA",0,133
199901,1999,978861,978772,30420,1,360,1,"GOA",0,133
199901,1999,978861,978772,30420,3,370,1,"GOA",0,133
199901,1999,978861,978772,30420,3,390,1,"GOA",0,133
199901,1999,978861,978772,30420,1,360,2,"GOA",0,133
199901,1999,978861,978772,30420,1,380,2,"GOA",0,133
199901,1999,978861,978772,30420,1,390,2,"GOA",0,133
199901,1999,978861,978772,30420,1,410,2,"GOA",0,133
199901,1999,978861,978772,30420,2,380,1,"GOA",0,133
199901,1999,979017,978772,30420,1,430,1,"GOA",0,11
199901,1999,979017,978772,30420,14,430,2,"GOA",0,11
199901,1999,979017,978772,30420,1,290,1,"GOA",0,11
199901,1999,979017,978772,30420,1,320,1,"GOA",0,11
199901,1999,979017,978772,30420,3,360,1,"GOA",0,11
199901,1999,979017,978772,30420,5,370,1,"GOA",0,11
199901,1999,979017,978772,30420,19,390,1,"GOA",0,11
199901,1999,979017,978772,30420,27,400,1,"GOA",0,11
199901,1999,979017,978772,30420,26,410,1,"GOA",0,11
199901,1999,979017,978772,30420,12,420,1,"GOA",0,11
199901,1999,979017,978772,30420,1,300,2,"GOA",0,11
199901,1999,979017,978772,30420,2,340,2,"GOA",0,11
199901,1999,979017,978772,30420,2,360,2,"GOA",0,11
199901,1999,979017,978772,30420,2,370,2,"GOA",0,11
199901,1999,979017,978772,30420,1,380,2,"GOA",0,11
199901,1999,979017,978772,30420,5,390,2,"GOA",0,11
199901,1999,979017,978772,30420,2,400,2,"GOA",0,11
199901,1999,979017,978772,30420,7,410,2,"GOA",0,11
199901,1999,979017,978772,30420,12,420,2,"GOA",0,11
199901,1999,979017,978772,30420,8,440,2,"GOA",0,11
199901,1999,979017,978772,30420,1,450,2,"GOA",0,11
199901,1999,979017,978772,30420,1,460,2,"GOA",0,11
199901,1999,979017,978772,30420,8,380,1,"GOA",0,11
199901,1999,979020,978772,30420,3,370,2,"GOA",5.2,11
199901,1999,979020,978772,30420,2,430,1,"GOA",5.2,11
199901,1999,979020,978772,30420,2,440,1,"GOA",5.2,11
199901,1999,979020,978772,30420,1,340,2,"GOA",5.2,11
199901,1999,979020,978772,30420,1,360,2,"GOA",5.2,11
199901,1999,979020,978772,30420,2,380,2,"GOA",5.2,11
199901,1999,979020,978772,30420,3,390,2,"GOA",5.2,11
199901,1999,979020,978772,30420,1,400,2,"GOA",5.2,11
199901,1999,979020,978772,30420,1,410,2,"GOA",5.2,11
199901,1999,979020,978772,30420,5,430,2,"GOA",5.2,11
199901,1999,979020,978772,30420,4,440,2,"GOA",5.2,11
199901,1999,979020,978772,30420,2,450,2,"GOA",5.2,11
199901,1999,979020,978772,30420,1,460,2,"GOA",5.2,11
199901,1999,979020,978772,30420,16,410,1,"GOA",5.2,11
199901,1999,979020,978772,30420,9,390,1,"GOA",5.2,11
199901,1999,979020,978772,30420,1,240,1,"GOA",5.2,11
199901,1999,979020,978772,30420,3,370,1,"GOA",5.2,11
199901,1999,979020,978772,30420,12,400,1,"GOA",5.2,11
199901,1999,979020,978772,30420,20,420,1,"GOA",5.2,11
199901,1999,979020,978772,30420,2,420,2,"GOA",5.2,11
199901,1999,979022,978772,30420,1,420,2,"GOA",1.11,11
199901,1999,979025,978772,30420,2,330,2,"GOA",5.1,210
199901,1999,979025,978772,30420,1,360,2,"GOA",5.1,210
199901,1999,979030,978772,30420,1,320,2,"GOA",0,111
199901,1999,979030,978772,30420,1,340,1,"GOA",0,111
199901,1999,979032,978772,30420,1,130,2,"GOA",0,11
199901,1999,979032,978772,30420,1,210,1,"GOA",0,11
199901,1999,979032,978772,30420,1,190,2,"GOA",0,11
199901,1999,979032,978772,30420,1,220,2,"GOA",0,11
200101,2001,1077991,1077656,30420,1,380,1,"GOA",1.1,122
200101,2001,1077992,1077656,30420,1,370,1,"GOA",0,221
200101,2001,1077992,1077656,30420,2,330,1,"GOA",0,221
200101,2001,1077992,1077656,30420,1,340,1,"GOA",0,221
200101,2001,1077992,1077656,30420,1,340,2,"GOA",0,221
200101,2001,1077992,1077656,30420,1,350,1,"GOA",0,221
200101,2001,1077992,1077656,30420,2,370,2,"GOA",0,221
200101,2001,1077992,1077656,30420,1,380,1,"GOA",0,221
200301,2003,1173411,1173315,30420,1,370,2,"GOA",0,134
200301,2003,1173411,1173315,30420,1,350,2,"GOA",0,134
200301,2003,1173411,1173315,30420,1,310,1,"GOA",0,134
200301,2003,1173411,1173315,30420,1,340,1,"GOA",0,134
200301,2003,1173411,1173315,30420,1,400,2,"GOA",0,134
200301,2003,1173411,1173315,30420,1,370,1,"GOA",0,134
200301,2003,1173411,1173315,30420,1,320,2,"GOA",0,134
200301,2003,1173411,1173315,30420,1,330,2,"GOA",0,134
200301,2003,1173411,1173315,30420,1,340,2,"GOA",0,134
200301,2003,1173411,1173315,30420,1,420,1,"GOA",0,134
200301,2003,1173411,1173315,30420,1,230,2,"GOA",0,134
200301,2003,1173415,1173315,30420,1,400,2,"GOA",0,134
200301,2003,1173419,1173315,30420,2,350,2,"GOA",0,134
200301,2003,1173419,1173315,30420,2,340,2,"GOA",0,134
200301,2003,1173419,1173315,30420,1,450,2,"GOA",0,134
200301,2003,1173419,1173315,30420,1,330,2,"GOA",0,134
200301,2003,1173419,1173315,30420,3,360,2,"GOA",0,134
200301,2003,1173419,1173315,30420,4,380,2,"GOA",0,134
200301,2003,1173419,1173315,30420,6,400,2,"GOA",0,134
200301,2003,1173419,1173315,30420,3,430,2,"GOA",0,134
200301,2003,1173419,1173315,30420,1,440,2,"GOA",0,134
200301,2003,1173419,1173315,30420,3,370,2,"GOA",0,134
200301,2003,1173419,1173315,30420,4,390,2,"GOA",0,134
200301,2003,1173419,1173315,30420,6,410,2,"GOA",0,134
200301,2003,1173419,1173315,30420,6,420,2,"GOA",0,134
200301,2003,1173419,1173315,30420,2,370,1,"GOA",0,134
200301,2003,1173419,1173315,30420,2,410,1,"GOA",0,134
200301,2003,1173419,1173315,30420,1,290,1,"GOA",0,134
200301,2003,1173419,1173315,30420,1,300,1,"GOA",0,134
200301,2003,1173419,1173315,30420,1,310,1,"GOA",0,134
200301,2003,1173419,1173315,30420,1,320,1,"GOA",0,134
200301,2003,1173419,1173315,30420,2,330,1,"GOA",0,134
200301,2003,1173419,1173315,30420,1,340,1,"GOA",0,134
200301,2003,1173419,1173315,30420,1,360,1,"GOA",0,134
200301,2003,1173419,1173315,30420,3,380,1,"GOA",0,134
200301,2003,1173419,1173315,30420,1,270,1,"GOA",0,134
200101,2001,1077657,1077655,30420,1,370,1,"GOA",0,210
200101,2001,1077657,1077655,30420,1,380,1,"GOA",0,210
200101,2001,1077657,1077655,30420,1,320,2,"GOA",0,210
200101,2001,1077660,1077655,30420,13,360,1,"GOA",4.4,111
200101,2001,1077660,1077655,30420,1,270,1,"GOA",4.4,111
200101,2001,1077660,1077655,30420,1,280,2,"GOA",4.4,111
200101,2001,1077660,1077655,30420,1,310,1,"GOA",4.4,111
200101,2001,1077660,1077655,30420,1,320,2,"GOA",4.4,111
200101,2001,1077660,1077655,30420,3,330,2,"GOA",4.4,111
200101,2001,1077660,1077655,30420,4,330,1,"GOA",4.4,111
200101,2001,1077660,1077655,30420,2,340,2,"GOA",4.4,111
200101,2001,1077660,1077655,30420,7,350,2,"GOA",4.4,111
200101,2001,1077660,1077655,30420,10,360,2,"GOA",4.4,111
200101,2001,1077660,1077655,30420,13,370,1,"GOA",4.4,111
200101,2001,1077660,1077655,30420,18,370,2,"GOA",4.4,111
200101,2001,1077660,1077655,30420,12,380,1,"GOA",4.4,111
200101,2001,1077660,1077655,30420,9,390,1,"GOA",4.4,111
200101,2001,1077660,1077655,30420,17,390,2,"GOA",4.4,111
200101,2001,1077660,1077655,30420,3,400,1,"GOA",4.4,111
200101,2001,1077660,1077655,30420,11,410,2,"GOA",4.4,111
200101,2001,1077660,1077655,30420,10,380,2,"GOA",4.4,111
200101,2001,1077660,1077655,30420,7,350,1,"GOA",4.4,111
200101,2001,1077660,1077655,30420,10,400,2,"GOA",4.4,111
200101,2001,1077660,1077655,30420,6,340,1,"GOA",4.4,111
200101,2001,1077660,1077655,30420,3,420,2,"GOA",4.4,111
200101,2001,1077665,1077655,30420,1,160,2,"GOA",1.11,10
200101,2001,1077665,1077655,30420,2,160,1,"GOA",1.11,10
200101,2001,1077665,1077655,30420,3,190,1,"GOA",1.11,10
200101,2001,1077665,1077655,30420,1,380,2,"GOA",1.11,10
200101,2001,1077665,1077655,30420,1,150,1,"GOA",1.11,10
200101,2001,1077665,1077655,30420,2,200,2,"GOA",1.11,10
200101,2001,1077666,1077655,30420,1,150,2,"GOA",0,10
200101,2001,1077668,1077655,30420,1,360,1,"GOA",0,210
200101,2001,1078098,1077656,30420,1,320,1,"GOA",1.1,130
200101,2001,1078098,1077656,30420,1,270,2,"GOA",1.1,130
200101,2001,1078098,1077656,30420,1,290,1,"GOA",1.1,130
200101,2001,1078098,1077656,30420,1,290,2,"GOA",1.1,130
200101,2001,1078098,1077656,30420,1,300,1,"GOA",1.1,130
200101,2001,1078098,1077656,30420,2,310,1,"GOA",1.1,130
200101,2001,1078098,1077656,30420,2,320,2,"GOA",1.1,130
200101,2001,1078098,1077656,30420,2,390,1,"GOA",1.1,130
200101,2001,1078098,1077656,30420,1,280,2,"GOA",1.1,130
200301,2003,1173475,1173315,30420,2,410,1,"GOA",0,122
200301,2003,1173475,1173315,30420,1,430,1,"GOA",0,122
200301,2003,1173475,1173315,30420,1,400,2,"GOA",0,122
200301,2003,1173475,1173315,30420,1,380,2,"GOA",0,122
200301,2003,1173475,1173315,30420,3,390,2,"GOA",0,122
200301,2003,1173475,1173315,30420,1,370,2,"GOA",0,122
200301,2003,1173476,1173315,30420,1,320,1,"GOA",0,221
200301,2003,1173476,1173315,30420,1,310,2,"GOA",0,221
200301,2003,1173476,1173315,30420,1,340,2,"GOA",0,221
200301,2003,1173477,1173315,30420,1,340,2,"GOA",0,122
200301,2003,1173477,1173315,30420,1,350,2,"GOA",0,122
200301,2003,1180941,1180649,30420,4,380,2,"GOA",0,134
200301,2003,1180941,1180649,30420,6,420,1,"GOA",0,134
200301,2003,1180941,1180649,30420,4,360,2,"GOA",0,134
200301,2003,1180941,1180649,30420,2,380,1,"GOA",0,134
200301,2003,1180941,1180649,30420,6,430,2,"GOA",0,134
200301,2003,1180941,1180649,30420,3,350,2,"GOA",0,134
200301,2003,1180941,1180649,30420,1,430,1,"GOA",0,134
200301,2003,1180941,1180649,30420,1,250,2,"GOA",0,134
200301,2003,1180941,1180649,30420,9,390,2,"GOA",0,134
200301,2003,1180941,1180649,30420,7,400,2,"GOA",0,134
200301,2003,1180941,1180649,30420,9,410,2,"GOA",0,134
200301,2003,1180941,1180649,30420,1,450,1,"GOA",0,134
200301,2003,1180941,1180649,30420,2,300,2,"GOA",0,134
200301,2003,1180941,1180649,30420,1,330,2,"GOA",0,134
200301,2003,1180941,1180649,30420,5,340,2,"GOA",0,134
200301,2003,1180941,1180649,30420,3,370,2,"GOA",0,134
200301,2003,1180941,1180649,30420,2,370,1,"GOA",0,134
200301,2003,1180941,1180649,30420,1,450,2,"GOA",0,134
200301,2003,1180941,1180649,30420,1,300,1,"GOA",0,134
200301,2003,1180941,1180649,30420,1,320,1,"GOA",0,134
200301,2003,1180941,1180649,30420,5,330,1,"GOA",0,134
200301,2003,1180941,1180649,30420,2,340,1,"GOA",0,134
200301,2003,1180941,1180649,30420,5,350,1,"GOA",0,134
200301,2003,1180941,1180649,30420,5,360,1,"GOA",0,134
200301,2003,1180941,1180649,30420,11,390,1,"GOA",0,134
200301,2003,1180941,1180649,30420,16,400,1,"GOA",0,134
200301,2003,1180941,1180649,30420,13,420,2,"GOA",0,134
200301,2003,1180941,1180649,30420,21,410,1,"GOA",0,134
200101,2001,1077888,1077655,30420,1,340,2,"GOA",0,134
200101,2001,1077888,1077655,30420,1,320,1,"GOA",0,134
200101,2001,1077888,1077655,30420,1,300,1,"GOA",0,134
200101,2001,1077888,1077655,30420,1,310,1,"GOA",0,134
200101,2001,1077888,1077655,30420,2,320,2,"GOA",0,134
200101,2001,1077888,1077655,30420,1,330,2,"GOA",0,134
200101,2001,1077888,1077655,30420,1,350,2,"GOA",0,134
200101,2001,1077888,1077655,30420,2,360,2,"GOA",0,134
200101,2001,1077888,1077655,30420,3,380,2,"GOA",0,134
200101,2001,1077906,1077655,30420,2,360,1,"GOA",0,122
200101,2001,1077906,1077655,30420,1,310,1,"GOA",0,122
200101,2001,1077906,1077655,30420,4,320,2,"GOA",0,122
200101,2001,1077906,1077655,30420,2,330,2,"GOA",0,122
200101,2001,1077906,1077655,30420,1,370,2,"GOA",0,122
200101,2001,1077906,1077655,30420,2,380,2,"GOA",0,122
200101,2001,1077906,1077655,30420,1,390,2,"GOA",0,122
200101,2001,1077906,1077655,30420,1,410,1,"GOA",0,122
200101,2001,1077906,1077655,30420,1,370,1,"GOA",0,122
200101,2001,1078062,1077656,30420,2,340,2,"GOA",0,134
200101,2001,1078062,1077656,30420,3,410,1,"GOA",0,134
200101,2001,1078062,1077656,30420,2,310,1,"GOA",0,134
200101,2001,1078062,1077656,30420,3,390,2,"GOA",0,134
200101,2001,1078062,1077656,30420,1,300,1,"GOA",0,134
200101,2001,1078062,1077656,30420,1,300,2,"GOA",0,134
200101,2001,1078062,1077656,30420,1,310,2,"GOA",0,134
200101,2001,1078062,1077656,30420,1,320,1,"GOA",0,134
200101,2001,1078062,1077656,30420,1,330,1,"GOA",0,134
200101,2001,1078062,1077656,30420,2,330,2,"GOA",0,134
200101,2001,1078062,1077656,30420,1,350,1,"GOA",0,134
200101,2001,1078062,1077656,30420,2,350,2,"GOA",0,134
200101,2001,1078062,1077656,30420,5,360,1,"GOA",0,134
200101,2001,1078062,1077656,30420,6,360,2,"GOA",0,134
200101,2001,1078062,1077656,30420,6,370,1,"GOA",0,134
200101,2001,1078062,1077656,30420,7,370,2,"GOA",0,134
200101,2001,1078062,1077656,30420,9,380,1,"GOA",0,134
200101,2001,1078062,1077656,30420,6,390,1,"GOA",0,134
200101,2001,1078062,1077656,30420,7,400,2,"GOA",0,134
200101,2001,1078062,1077656,30420,10,400,1,"GOA",0,134
200101,2001,1078062,1077656,30420,5,410,2,"GOA",0,134
200101,2001,1078062,1077656,30420,2,420,1,"GOA",0,134
200101,2001,1078062,1077656,30420,4,420,2,"GOA",0,134
200101,2001,1078062,1077656,30420,1,430,2,"GOA",0,134
200101,2001,1078062,1077656,30420,1,450,2,"GOA",0,134
200101,2001,1078062,1077656,30420,2,320,2,"GOA",0,134
200101,2001,1078062,1077656,30420,2,380,2,"GOA",0,134
200101,2001,1078063,1077656,30420,1,330,1,"GOA",0,130
200101,2001,1078063,1077656,30420,1,380,2,"GOA",0,130
200101,2001,1078063,1077656,30420,1,300,1,"GOA",0,130
200101,2001,1078063,1077656,30420,1,420,1,"GOA",0,130
200101,2001,1078063,1077656,30420,4,420,2,"GOA",0,130
200101,2001,1078063,1077656,30420,8,430,2,"GOA",0,130
200101,2001,1078063,1077656,30420,1,290,1,"GOA",0,130
200101,2001,1078063,1077656,30420,1,290,2,"GOA",0,130
200101,2001,1078063,1077656,30420,1,340,1,"GOA",0,130
200101,2001,1078063,1077656,30420,1,350,1,"GOA",0,130
200101,2001,1078063,1077656,30420,1,360,1,"GOA",0,130
200101,2001,1078063,1077656,30420,1,370,1,"GOA",0,130
200101,2001,1078063,1077656,30420,1,370,2,"GOA",0,130
200101,2001,1078063,1077656,30420,1,380,1,"GOA",0,130
200101,2001,1078063,1077656,30420,1,390,2,"GOA",0,130
200101,2001,1078063,1077656,30420,3,390,1,"GOA",0,130
200101,2001,1078063,1077656,30420,2,350,2,"GOA",0,130
200101,2001,1078063,1077656,30420,4,410,2,"GOA",0,130
200101,2001,1078063,1077656,30420,3,400,1,"GOA",0,130
200101,2001,1078063,1077656,30420,3,400,2,"GOA",0,130
200101,2001,1078063,1077656,30420,3,410,1,"GOA",0,130
200101,2001,1078066,1077656,30420,3,200,1,"GOA",1.12,134
200101,2001,1078066,1077656,30420,4,190,2,"GOA",1.12,134
200101,2001,1078066,1077656,30420,1,220,2,"GOA",1.12,134
200101,2001,1078066,1077656,30420,1,170,1,"GOA",1.12,134
200101,2001,1078066,1077656,30420,4,180,1,"GOA",1.12,134
200101,2001,1078066,1077656,30420,5,180,2,"GOA",1.12,134
200101,2001,1078066,1077656,30420,5,190,1,"GOA",1.12,134
200101,2001,1078066,1077656,30420,2,200,2,"GOA",1.12,134
200101,2001,1078066,1077656,30420,1,240,2,"GOA",1.12,134
200101,2001,1078066,1077656,30420,2,250,2,"GOA",1.12,134
200101,2001,1078066,1077656,30420,1,270,2,"GOA",1.12,134
200101,2001,1078066,1077656,30420,1,280,2,"GOA",1.12,134
200101,2001,1078066,1077656,30420,1,230,1,"GOA",1.12,134
200101,2001,1078067,1077656,30420,1,300,2,"GOA",0,134
200101,2001,1078067,1077656,30420,3,280,2,"GOA",0,134
200101,2001,1078067,1077656,30420,5,340,2,"GOA",0,134
200101,2001,1078067,1077656,30420,1,400,1,"GOA",0,134
200101,2001,1078067,1077656,30420,1,280,1,"GOA",0,134
200101,2001,1078067,1077656,30420,2,290,1,"GOA",0,134
200101,2001,1078067,1077656,30420,6,310,1,"GOA",0,134
200101,2001,1078067,1077656,30420,2,320,1,"GOA",0,134
200101,2001,1078067,1077656,30420,2,330,2,"GOA",0,134
200101,2001,1078067,1077656,30420,4,330,1,"GOA",0,134
200101,2001,1078067,1077656,30420,1,340,1,"GOA",0,134
200101,2001,1078067,1077656,30420,4,350,1,"GOA",0,134
200101,2001,1078067,1077656,30420,6,350,2,"GOA",0,134
200101,2001,1078067,1077656,30420,5,360,2,"GOA",0,134
200101,2001,1078067,1077656,30420,6,360,1,"GOA",0,134
200101,2001,1078067,1077656,30420,3,370,2,"GOA",0,134
200101,2001,1078067,1077656,30420,4,370,1,"GOA",0,134
200101,2001,1078067,1077656,30420,3,380,1,"GOA",0,134
200101,2001,1078067,1077656,30420,3,380,2,"GOA",0,134
200101,2001,1078067,1077656,30420,9,390,2,"GOA",0,134
200101,2001,1078067,1077656,30420,7,400,2,"GOA",0,134
200101,2001,1078067,1077656,30420,5,410,2,"GOA",0,134
200101,2001,1078067,1077656,30420,1,430,1,"GOA",0,134
200101,2001,1078067,1077656,30420,1,290,2,"GOA",0,134
200101,2001,1078068,1077656,30420,3,190,1,"GOA",0,31
200101,2001,1078068,1077656,30420,2,260,1,"GOA",0,31
200101,2001,1078068,1077656,30420,1,270,1,"GOA",0,31
200101,2001,1078068,1077656,30420,1,330,2,"GOA",0,31
200101,2001,1078069,1077656,30420,1,250,1,"GOA",0,134
200101,2001,1078069,1077656,30420,2,310,1,"GOA",0,134
200101,2001,1078069,1077656,30420,1,400,1,"GOA",0,134
200101,2001,1078069,1077656,30420,2,260,2,"GOA",0,134
200101,2001,1078069,1077656,30420,1,80,2,"GOA",0,134
200101,2001,1078069,1077656,30420,1,190,1,"GOA",0,134
200101,2001,1078069,1077656,30420,1,240,2,"GOA",0,134
200101,2001,1078069,1077656,30420,2,270,1,"GOA",0,134
200101,2001,1078069,1077656,30420,9,270,2,"GOA",0,134
200101,2001,1078069,1077656,30420,2,280,1,"GOA",0,134
200101,2001,1078069,1077656,30420,2,280,2,"GOA",0,134
200101,2001,1078069,1077656,30420,4,290,1,"GOA",0,134
200101,2001,1078069,1077656,30420,4,300,1,"GOA",0,134
200101,2001,1078069,1077656,30420,11,300,2,"GOA",0,134
200101,2001,1078069,1077656,30420,8,310,2,"GOA",0,134
200101,2001,1078069,1077656,30420,5,320,2,"GOA",0,134
200101,2001,1078069,1077656,30420,1,330,2,"GOA",0,134
200101,2001,1078069,1077656,30420,1,340,2,"GOA",0,134
200101,2001,1078069,1077656,30420,1,350,1,"GOA",0,134
200101,2001,1078069,1077656,30420,1,360,1,"GOA",0,134
200101,2001,1078069,1077656,30420,1,380,2,"GOA",0,134
200101,2001,1078069,1077656,30420,4,380,1,"GOA",0,134
200101,2001,1078069,1077656,30420,2,390,1,"GOA",0,134
200101,2001,1078069,1077656,30420,2,400,2,"GOA",0,134
200101,2001,1078069,1077656,30420,2,410,1,"GOA",0,134
200101,2001,1078069,1077656,30420,8,290,2,"GOA",0,134
200101,2001,1078069,1077656,30420,1,410,2,"GOA",0,134
200101,2001,1078069,1077656,30420,2,420,1,"GOA",0,134
200101,2001,1078069,1077656,30420,2,420,2,"GOA",0,134
200301,2003,1173422,1173315,30420,1,340,2,"GOA",0,134
200301,2003,1173422,1173315,30420,1,320,1,"GOA",0,134
200301,2003,1173422,1173315,30420,1,330,1,"GOA",0,134
200301,2003,1173422,1173315,30420,1,340,1,"GOA",0,134
200301,2003,1173422,1173315,30420,1,370,2,"GOA",0,134
200101,2001,1077943,1077656,30420,4,430,1,"GOA",0,111
200101,2001,1077943,1077656,30420,16,430,2,"GOA",0,111
200101,2001,1077943,1077656,30420,4,440,1,"GOA",0,111
200101,2001,1077943,1077656,30420,23,440,2,"GOA",0,111
200101,2001,1077943,1077656,30420,1,450,1,"GOA",0,111
200101,2001,1077943,1077656,30420,40,450,2,"GOA",0,111
200101,2001,1077943,1077656,30420,37,460,2,"GOA",0,111
200101,2001,1077943,1077656,30420,11,480,2,"GOA",0,111
200101,2001,1077943,1077656,30420,2,490,2,"GOA",0,111
200101,2001,1077943,1077656,30420,1,500,2,"GOA",0,111
200101,2001,1077943,1077656,30420,1,340,2,"GOA",0,111
200101,2001,1077943,1077656,30420,3,310,1,"GOA",0,111
200101,2001,1077943,1077656,30420,1,320,1,"GOA",0,111
200101,2001,1077943,1077656,30420,1,320,2,"GOA",0,111
200101,2001,1077943,1077656,30420,1,340,1,"GOA",0,111
200101,2001,1077943,1077656,30420,2,360,2,"GOA",0,111
200101,2001,1077943,1077656,30420,1,370,1,"GOA",0,111
200101,2001,1077943,1077656,30420,3,390,2,"GOA",0,111
200101,2001,1077943,1077656,30420,1,370,2,"GOA",0,111
200101,2001,1077943,1077656,30420,1,380,1,"GOA",0,111
200101,2001,1077943,1077656,30420,4,380,2,"GOA",0,111
200101,2001,1077943,1077656,30420,1,400,1,"GOA",0,111
200101,2001,1077943,1077656,30420,2,400,2,"GOA",0,111
200101,2001,1077943,1077656,30420,3,410,2,"GOA",0,111
200101,2001,1077943,1077656,30420,3,420,1,"GOA",0,111
200101,2001,1077943,1077656,30420,4,420,2,"GOA",0,111
200101,2001,1077943,1077656,30420,1,360,1,"GOA",0,111
200101,2001,1077943,1077656,30420,5,410,1,"GOA",0,111
200101,2001,1077943,1077656,30420,26,470,2,"GOA",0,111
200101,2001,1077943,1077656,30420,1,330,1,"GOA",0,111
200101,2001,1077953,1077656,30420,1,450,2,"GOA",0,11
200101,2001,1077953,1077656,30420,1,390,1,"GOA",0,11
200101,2001,1077953,1077656,30420,1,400,1,"GOA",0,11
200101,2001,1077953,1077656,30420,1,410,1,"GOA",0,11
200101,2001,1077953,1077656,30420,2,430,1,"GOA",0,11
200101,2001,1077953,1077656,30420,1,440,1,"GOA",0,11
200101,2001,1077953,1077656,30420,2,450,1,"GOA",0,11
200101,2001,1077953,1077656,30420,1,460,2,"GOA",0,11
200101,2001,1078111,1077656,30420,1,270,2,"GOA",0,130
200101,2001,1078114,1077656,30420,1,400,1,"GOA",0,131
200101,2001,1078116,1077656,30420,1,180,2,"GOA",0,131
200101,2001,1078119,1077656,30420,1,290,2,"GOA",0,131
200101,2001,1078119,1077656,30420,2,370,1,"GOA",0,131
200101,2001,1078119,1077656,30420,1,390,1,"GOA",0,131
200101,2001,1078120,1077656,30420,1,430,2,"GOA",0,131
200101,2001,1078121,1077656,30420,2,290,2,"GOA",1.1,131
200101,2001,1078121,1077656,30420,3,260,1,"GOA",1.1,131
200101,2001,1078121,1077656,30420,1,280,1,"GOA",1.1,131
200101,2001,1078121,1077656,30420,1,280,2,"GOA",1.1,131
200101,2001,1078121,1077656,30420,3,300,1,"GOA",1.1,131
200101,2001,1078121,1077656,30420,1,310,2,"GOA",1.1,131
200101,2001,1078121,1077656,30420,3,310,1,"GOA",1.1,131
200101,2001,1078121,1077656,30420,1,320,1,"GOA",1.1,131
200101,2001,1078121,1077656,30420,2,320,2,"GOA",1.1,131
200101,2001,1078121,1077656,30420,1,330,1,"GOA",1.1,131
200101,2001,1078121,1077656,30420,2,330,2,"GOA",1.1,131
