"","YEAR","FMP_AREA","SPECIES","LENGTH","WEIGHT","AGE","PERFORMANCE"
"12633",2009,"GOA",303,39,0.9,NA,1
"12634",2009,"GOA",303,39,NA,NA,1
"12635",2009,"GOA",303,40,1,NA,1
"12636",2009,"GOA",303,40,NA,NA,1
"12637",2009,"GOA",303,44,1.2,NA,1
"12638",2009,"GOA",303,44,NA,NA,1
"12639",2009,"GOA",303,37,0.8,NA,1
"12640",2009,"GOA",303,37,NA,NA,1
"12641",2009,"GOA",303,38,0.78,NA,1
"12642",2009,"GOA",303,38,NA,NA,1
"12643",2009,"GOA",303,42,1.12,NA,1
"12644",2009,"GOA",303,42,NA,NA,1
"12645",2009,"GOA",303,46,1.68,NA,1
"12646",2009,"GOA",303,46,NA,NA,1
"12647",2009,"GOA",303,33,0.52,NA,1
"12648",2009,"GOA",303,33,NA,NA,1
"12649",2009,"GOA",303,39,0.93,NA,1
"12650",2009,"GOA",303,39,NA,NA,1
"12651",2009,"GOA",303,41,1,NA,1
"12652",2009,"GOA",303,41,1.09,NA,1
"12653",2009,"GOA",303,41,NA,NA,1
"12654",2009,"GOA",303,41,NA,NA,1
"12655",2009,"GOA",303,42,1.1,NA,1
"12656",2009,"GOA",303,42,NA,NA,1
"12657",2009,"GOA",303,36,NA,NA,1
"12658",2009,"GOA",303,41,1.08,NA,1
"12659",2009,"GOA",303,41,NA,NA,1
"12660",2009,"GOA",303,37,0.74,NA,1
"12661",2009,"GOA",303,37,NA,NA,1
"12662",2009,"GOA",303,39,0.92,NA,1
"12663",2009,"GOA",303,39,0.98,NA,1
"12664",2009,"GOA",303,39,NA,NA,1
"12665",2009,"GOA",303,39,NA,NA,1
"12666",2009,"GOA",303,41,1.12,NA,1
"12667",2009,"GOA",303,41,NA,NA,1
"12668",2009,"GOA",303,42,1.05,NA,1
"12669",2009,"GOA",303,42,NA,NA,1
"12670",2009,"GOA",303,39,0.92,NA,1
"12671",2009,"GOA",303,39,NA,NA,1
"12672",2009,"GOA",303,33,0.56,NA,1
"12673",2009,"GOA",303,33,NA,NA,1
"12674",2009,"GOA",303,39,0.9,NA,1
"12675",2009,"GOA",303,32,NA,NA,1
"12676",2009,"GOA",303,33,0.57,NA,1
"12677",2009,"GOA",303,33,NA,NA,1
"12678",2009,"GOA",303,39,1,NA,1
"12679",2009,"GOA",303,39,NA,NA,1
"12680",2009,"GOA",303,41,1.07,NA,1
"12681",2009,"GOA",303,41,NA,NA,1
"12682",2009,"GOA",303,42,1.07,NA,1
"12683",2009,"GOA",303,42,NA,NA,1
"12684",2009,"GOA",303,39,NA,NA,1
"12685",2009,"GOA",303,41,1,NA,1
"12686",2009,"GOA",303,40,0.85,NA,1
"12687",2009,"GOA",303,40,NA,NA,1
"12688",2009,"GOA",303,38,0.85,NA,1
"12689",2009,"GOA",303,38,NA,NA,1
"12690",2009,"GOA",303,37,0.7,NA,1
"12691",2009,"GOA",303,37,NA,NA,1
"12692",2009,"GOA",303,37,0.62,NA,1
"12693",2009,"GOA",303,37,NA,NA,1
"12694",2009,"GOA",303,37,0.74,NA,1
"12695",2009,"GOA",303,37,NA,NA,1
"12696",2009,"GOA",303,39,0.87,NA,1
"12697",2009,"GOA",303,39,NA,NA,1
"12698",2009,"GOA",303,36,0.71,NA,1
"12699",2009,"GOA",303,36,NA,NA,1
"12700",2009,"GOA",303,40,0.86,NA,1
"12701",2009,"GOA",303,40,0.9,NA,1
"12702",2009,"GOA",303,40,NA,NA,1
"12703",2009,"GOA",303,40,NA,NA,1
"12704",2009,"GOA",303,40,0.9,NA,1
"12705",2009,"GOA",303,40,NA,NA,1
"12706",2009,"GOA",303,40,0.95,NA,1
"12707",2009,"GOA",303,40,NA,NA,1
"12708",2009,"GOA",303,39,NA,NA,1
"12709",2009,"GOA",303,44,NA,NA,1
"12710",2009,"GOA",303,41,NA,NA,1
"12711",2009,"GOA",303,40,0.8,NA,1
"12712",2009,"GOA",303,40,NA,NA,1
"12713",2009,"GOA",303,41,0.95,NA,1
"12714",2009,"GOA",303,41,NA,NA,1
"12715",2009,"GOA",303,34,0.6,NA,1
"12716",2009,"GOA",303,34,NA,NA,1
"12717",2009,"GOA",303,37,0.75,NA,1
"12718",2009,"GOA",303,37,NA,NA,1
"12719",2009,"GOA",303,38,0.75,NA,1
"12720",2009,"GOA",303,38,NA,NA,1
"12721",2009,"GOA",303,40,0.8,NA,1
"12722",2009,"GOA",303,40,NA,NA,1
"12723",2009,"GOA",303,37,0.76,NA,1
"12724",2009,"GOA",303,37,NA,NA,1
"12725",2009,"GOA",303,38,0.7,NA,1
"12726",2009,"GOA",303,38,NA,NA,1
"12727",2009,"GOA",303,35,0.6,NA,1
"12728",2009,"GOA",303,35,NA,NA,1
"12729",2009,"GOA",303,36,0.7,NA,1
"12730",2009,"GOA",303,36,NA,NA,1
"12731",2009,"GOA",303,37,0.85,NA,1
"12732",2009,"GOA",303,37,NA,NA,1
"12733",2009,"GOA",303,42,1.25,NA,3
"12734",2009,"GOA",303,42,NA,NA,3
"12735",2009,"GOA",303,42,NA,NA,3
"12736",2009,"GOA",303,42,NA,NA,3
"12737",2009,"GOA",303,39,0.94,NA,1
"12738",2009,"GOA",303,39,NA,NA,1
"12739",2009,"GOA",303,42,1.11,NA,1
"12740",2009,"GOA",303,42,1.13,NA,1
"12741",2009,"GOA",303,42,NA,NA,1
"12742",2009,"GOA",303,42,NA,NA,1
"12743",2009,"GOA",303,40,0.89,NA,1
"12744",2009,"GOA",303,34,0.55,NA,1
"12745",2009,"GOA",303,34,NA,NA,1
"12746",2009,"GOA",303,35,0.7,NA,1
"12747",2009,"GOA",303,35,NA,NA,1
"12748",2009,"GOA",303,38,0.8,NA,1
"12749",2009,"GOA",303,38,NA,NA,1
"12750",2009,"GOA",303,36,0.7,NA,1
"12751",2009,"GOA",303,36,NA,NA,1
"12752",2009,"GOA",303,38,0.7,NA,1
"12753",2009,"GOA",303,38,NA,NA,1
"12754",2009,"GOA",303,34,0.5,NA,1
"12755",2009,"GOA",303,34,NA,NA,1
"12756",2009,"GOA",303,38,0.7,NA,1
"12757",2009,"GOA",303,38,NA,NA,1
"12758",2009,"GOA",303,40,NA,NA,1
"12759",2009,"GOA",303,41,1.14,NA,1
"12760",2009,"GOA",303,41,NA,NA,1
"12761",2009,"GOA",303,31,0.46,NA,3
"12762",2009,"GOA",303,40,0.85,NA,1
"12763",2009,"GOA",303,40,NA,NA,1
"12764",2009,"GOA",303,42,1.05,NA,1
"12765",2009,"GOA",303,31,NA,NA,3
"12766",2009,"GOA",303,34,0.68,NA,3
"12767",2009,"GOA",303,34,NA,NA,3
"12768",2009,"GOA",303,38,0.82,NA,3
"12769",2009,"GOA",303,38,NA,NA,3
"12770",2009,"GOA",303,39,0.84,NA,3
"12771",2009,"GOA",303,39,NA,NA,3
"12772",2009,"GOA",303,41,1.18,NA,3
"12773",2009,"GOA",303,41,NA,NA,3
"12774",2009,"GOA",303,31,0.51,NA,1
"12775",2009,"GOA",303,31,NA,NA,1
"12776",2009,"GOA",303,39,0.92,NA,1
"12777",2009,"GOA",303,39,NA,NA,1
"12778",2009,"GOA",303,41,1.05,NA,1
"12779",2009,"GOA",303,34,NA,NA,3
"12780",2009,"GOA",303,40,0.9,NA,3
"12781",2009,"GOA",303,40,NA,NA,3
"12782",2009,"GOA",303,41,0.98,NA,3
"12783",2009,"GOA",303,41,NA,NA,3
"12784",2009,"GOA",303,33,0.59,NA,1
"12785",2009,"GOA",303,42,NA,NA,1
"12786",2009,"GOA",303,33,NA,NA,1
"12787",2009,"GOA",303,40,0.89,NA,1
"12788",2009,"GOA",303,40,NA,NA,1
"12789",2009,"GOA",303,37,0.85,NA,1
"12790",2009,"GOA",303,37,NA,NA,1
"12791",2009,"GOA",303,40,1.05,NA,1
"12792",2009,"GOA",303,40,NA,NA,1
"12793",2009,"GOA",303,41,0.84,NA,1
"12794",2009,"GOA",303,41,NA,NA,1
"12795",2009,"GOA",303,39,0.8,NA,5
"12796",2009,"GOA",303,39,NA,NA,5
"12797",2009,"GOA",303,42,0.95,NA,5
"12798",2009,"GOA",303,42,NA,NA,5
"12799",2009,"GOA",303,35,0.69,NA,1
"12800",2009,"GOA",303,35,NA,NA,1
"12801",2009,"GOA",303,31,0.49,NA,1
"12802",2009,"GOA",303,31,NA,NA,1
"12803",2009,"GOA",303,38,0.8,NA,1
"12804",2009,"GOA",303,38,0.85,NA,1
"12805",2009,"GOA",303,38,NA,NA,1
"12806",2009,"GOA",303,38,NA,NA,1
"12807",2009,"GOA",303,41,1.03,NA,1
"12808",2009,"GOA",303,41,NA,NA,1
"12809",2009,"GOA",303,34,0.6,NA,3
"12810",2009,"GOA",303,38,0.82,NA,3
"12811",2009,"GOA",303,38,0.88,NA,3
"12812",2009,"GOA",303,38,NA,NA,3
"12813",2009,"GOA",303,38,NA,NA,3
"12814",2009,"GOA",303,34,0.59,NA,1
"12815",2009,"GOA",303,34,NA,NA,1
"12816",2009,"GOA",303,39,1.04,NA,1
"12817",2009,"GOA",303,39,1.05,NA,1
"12818",2009,"GOA",303,39,NA,NA,1
"12819",2009,"GOA",303,39,NA,NA,1
"12820",2009,"GOA",303,40,1.07,NA,1
"12821",2009,"GOA",303,40,NA,NA,1
"12822",2009,"GOA",303,41,0.93,NA,1
"12823",2009,"GOA",303,41,NA,NA,1
"12824",2009,"GOA",303,43,1.21,NA,1
"12825",2009,"GOA",303,43,NA,NA,1
"12826",2009,"GOA",303,32,0.54,NA,1
"12827",2009,"GOA",303,32,NA,NA,1
"12828",2009,"GOA",303,37,0.7,NA,5
"12829",2009,"GOA",303,36,0.7,NA,1
"12830",2009,"GOA",303,36,NA,NA,1
"12831",2009,"GOA",303,41,0.9,NA,1
"12832",2009,"GOA",303,41,NA,NA,1
"12833",2009,"GOA",303,36,0.7,NA,1
"12834",2009,"GOA",303,36,NA,NA,1
"12835",2009,"GOA",303,40,0.95,NA,1
"12836",2009,"GOA",303,40,NA,NA,1
"12837",2009,"GOA",303,42,1,NA,1
"12838",2009,"GOA",303,42,NA,NA,1
"12839",2009,"GOA",303,37,0.75,NA,1
"12840",2009,"GOA",303,37,NA,NA,1
"12841",2009,"GOA",303,39,0.8,NA,1
"12842",2009,"GOA",303,39,NA,NA,1
"12843",2009,"GOA",303,40,0.95,NA,1
"12844",2009,"GOA",303,40,NA,NA,1
"12845",2009,"GOA",303,41,1.1,NA,1
"12846",2009,"GOA",303,41,NA,NA,1
"12847",2009,"GOA",303,39,0.94,NA,3
"12848",2009,"GOA",303,39,NA,NA,3
"12849",2009,"GOA",303,41,0.97,NA,3
"12850",2009,"GOA",303,41,NA,NA,3
"12851",2009,"GOA",303,42,1,NA,3
"12852",2009,"GOA",303,42,1.18,NA,3
"12853",2009,"GOA",303,41,NA,NA,1
"12854",2009,"GOA",303,40,1.04,NA,1
"12855",2009,"GOA",303,40,NA,NA,1
"12856",2009,"GOA",303,42,1.08,NA,1
"12857",2009,"GOA",303,42,NA,NA,1
"12858",2009,"GOA",303,37,NA,NA,5
"12859",2009,"GOA",303,36,0.8,NA,5
"12860",2009,"GOA",303,36,NA,NA,5
"12861",2009,"GOA",303,37,0.75,NA,1
"12862",2009,"GOA",303,37,NA,NA,1
"12863",2009,"GOA",303,44,1.1,NA,1
"12864",2009,"GOA",303,37,0.76,NA,1
"12865",2009,"GOA",303,37,NA,NA,1
"12866",2009,"GOA",303,41,1,NA,1
"12867",2009,"GOA",303,41,NA,NA,1
"12868",2009,"GOA",303,40,0.94,NA,1
"12869",2009,"GOA",303,40,NA,NA,1
"12870",2009,"GOA",303,39,0.86,NA,1
"12871",2009,"GOA",303,39,NA,NA,1
"12872",2009,"GOA",303,41,0.96,NA,1
"12873",2009,"GOA",303,41,NA,NA,1
"12874",2009,"GOA",303,42,1.1,NA,1
"12875",2009,"GOA",303,42,NA,NA,1
"12876",2009,"GOA",303,43,1.1,NA,1
"12877",2009,"GOA",303,43,NA,NA,1
"12878",2009,"GOA",303,38,0.78,NA,1
"12879",2009,"GOA",303,38,NA,NA,1
"12880",2009,"GOA",303,37,0.7,NA,1
"12881",2009,"GOA",303,37,NA,NA,1
"12882",2009,"GOA",303,38,0.85,NA,1
"12883",2009,"GOA",303,38,NA,NA,1
"12884",2009,"GOA",303,39,0.89,NA,1
"12885",2009,"GOA",303,39,0.9,NA,1
"12886",2009,"GOA",303,39,NA,NA,1
"12887",2009,"GOA",303,43,NA,NA,5
"12888",2009,"GOA",303,42,1.04,NA,1
"12889",2009,"GOA",303,42,NA,NA,1
"12890",2009,"GOA",303,41,1.01,NA,1
"12891",2009,"GOA",303,41,NA,NA,1
"12892",2009,"GOA",303,36,0.76,NA,1
"12893",2009,"GOA",303,36,NA,NA,1
"12894",2009,"GOA",303,32,0.54,NA,1
"12895",2009,"GOA",303,32,NA,NA,1
"12896",2009,"GOA",303,39,0.93,NA,1
"12897",2009,"GOA",303,39,NA,NA,1
"12898",2009,"GOA",303,39,0.89,NA,1
"12899",2009,"GOA",303,39,NA,NA,1
"12900",2009,"GOA",303,41,1.05,NA,1
"12901",2009,"GOA",303,41,NA,NA,1
"12902",2009,"GOA",303,39,0.79,NA,1
"12903",2009,"GOA",303,39,NA,NA,1
"12904",2009,"GOA",303,41,0.94,NA,1
"12905",2009,"GOA",303,41,NA,NA,1
"12906",2009,"GOA",303,41,1,NA,1
"12907",2009,"GOA",303,41,NA,NA,1
"12908",2009,"GOA",303,42,1.03,NA,1
"12909",2009,"GOA",303,42,NA,NA,1
"12910",2009,"GOA",303,39,0.8,NA,1
"12911",2009,"GOA",303,39,NA,NA,1
"12912",2009,"GOA",303,41,0.95,NA,1
"12913",2009,"GOA",303,41,NA,NA,1
"12914",2009,"GOA",303,37,0.75,NA,1
"12915",2009,"GOA",303,37,NA,NA,1
"12916",2009,"GOA",303,42,NA,NA,1
"12917",2009,"GOA",303,39,0.86,NA,1
"12918",2009,"GOA",303,39,NA,NA,1
"12919",2009,"GOA",303,44,1.37,NA,1
"12920",2009,"GOA",303,44,NA,NA,1
"12921",2009,"GOA",303,36,0.7,NA,1
"12922",2009,"GOA",303,36,NA,NA,1
"12923",2009,"GOA",303,37,0.67,NA,1
"12924",2009,"GOA",303,37,NA,NA,1
"12925",2009,"GOA",303,34,0.57,NA,1
"12926",2009,"GOA",303,34,NA,NA,1
"12927",2009,"GOA",303,37,0.81,NA,1
"12928",2009,"GOA",303,37,NA,NA,1
"12929",2009,"GOA",303,33,0.5,NA,1
"12930",2009,"GOA",303,33,NA,NA,1
"12931",2009,"GOA",303,34,0.6,NA,1
"12932",2009,"GOA",303,34,NA,NA,1
"12933",2009,"GOA",303,38,0.9,NA,1
"12934",2009,"GOA",303,38,NA,NA,1
"12935",2009,"GOA",303,38,0.75,NA,1
"12936",2009,"GOA",303,38,NA,NA,1
"12937",2009,"GOA",303,41,0.9,NA,1
"12938",2009,"GOA",303,41,NA,NA,1
"12939",2009,"GOA",303,38,0.75,NA,1
"12940",2009,"GOA",303,38,NA,NA,1
"12941",2009,"GOA",303,38,0.8,NA,1
"12942",2009,"GOA",303,38,0.85,NA,1
"12943",2009,"GOA",303,38,NA,NA,1
"12944",2009,"GOA",303,38,NA,NA,1
"12945",2009,"GOA",303,40,0.95,NA,1
"12946",2009,"GOA",303,40,NA,NA,1
"12947",2009,"GOA",303,41,0.86,NA,1
"12948",2009,"GOA",303,41,NA,NA,1
"12949",2009,"GOA",303,42,1.01,NA,1
"12950",2009,"GOA",303,40,0.94,NA,1
"12951",2009,"GOA",303,40,NA,NA,1
"12952",2009,"GOA",303,42,1.06,NA,1
"12953",2009,"GOA",303,42,NA,NA,1
"12954",2009,"GOA",303,37,0.69,NA,1
"12955",2009,"GOA",303,37,NA,NA,1
"12956",2009,"GOA",303,39,0.89,NA,1
"12957",2009,"GOA",303,39,NA,NA,1
"12958",2009,"GOA",303,40,0.87,NA,1
"12959",2009,"GOA",303,40,NA,NA,1
"12960",2009,"GOA",303,38,0.83,NA,1
"12961",2009,"GOA",303,38,NA,NA,1
"12962",2009,"GOA",303,39,0.91,NA,1
"12963",2009,"GOA",303,39,NA,NA,1
"12964",2009,"GOA",303,36,0.5,NA,1
"12965",2009,"GOA",303,36,NA,NA,1
"12966",2009,"GOA",303,37,0.6,NA,1
"12967",2009,"GOA",303,37,NA,NA,1
"12968",2009,"GOA",303,38,0.7,NA,1
"12969",2009,"GOA",303,38,NA,NA,1
"12970",2009,"GOA",303,42,1.2,NA,1
"12971",2009,"GOA",303,37,0.72,NA,1
"12972",2009,"GOA",303,37,NA,NA,1
"12973",2009,"GOA",303,41,1.04,NA,1
"12974",2009,"GOA",303,41,NA,NA,1
"12975",2009,"GOA",303,36,0.68,NA,4
"12976",2009,"GOA",303,36,NA,NA,4
"12977",2009,"GOA",303,38,0.72,NA,4
"12978",2009,"GOA",303,38,NA,NA,4
"12979",2009,"GOA",303,37,0.62,NA,4
"12980",2009,"GOA",303,37,NA,NA,4
"12981",2009,"GOA",303,38,0.8,NA,4
"12982",2009,"GOA",303,38,NA,NA,4
"12983",2009,"GOA",303,39,0.8,NA,4
"12984",2009,"GOA",303,39,NA,NA,4
"12985",2009,"GOA",303,36,0.6,NA,1
"12986",2009,"GOA",303,36,0.72,NA,1
"12987",2009,"GOA",303,36,NA,NA,1
"12988",2009,"GOA",303,36,NA,NA,1
"12989",2009,"GOA",303,37,0.82,NA,1
"12990",2009,"GOA",303,37,NA,NA,1
"12991",2009,"GOA",303,39,0.84,NA,1
"12992",2009,"GOA",303,39,NA,NA,1
"12993",2009,"GOA",303,41,1.08,NA,1
"12994",2009,"GOA",303,41,NA,NA,1
"12995",2009,"GOA",303,37,0.6,NA,1
"12996",2009,"GOA",303,37,0.66,NA,1
"12997",2009,"GOA",303,37,NA,NA,1
"12998",2009,"GOA",303,37,NA,NA,1
"12999",2009,"GOA",303,37,0.68,NA,1
"13000",2009,"GOA",303,37,NA,NA,1
"13001",2009,"GOA",303,40,1,NA,1
"13002",2009,"GOA",303,40,NA,NA,1
"13003",2009,"GOA",303,34,0.62,NA,1
"13004",2009,"GOA",303,34,NA,NA,1
"13005",2009,"GOA",303,35,0.72,NA,1
"13006",2009,"GOA",303,35,NA,NA,1
"13007",2009,"GOA",303,39,0.83,NA,1
"13008",2009,"GOA",303,39,NA,NA,1
"13009",2009,"GOA",303,40,0.89,NA,1
"13010",2009,"GOA",303,40,NA,NA,1
"13011",2009,"GOA",303,36,0.67,NA,1
"13012",2009,"GOA",303,36,NA,NA,1
"13013",2009,"GOA",303,39,0.81,NA,1
"13014",2009,"GOA",303,39,NA,NA,1
"13015",2009,"GOA",303,28,0.35,NA,1
"13016",2009,"GOA",303,28,NA,NA,1
"13017",2009,"GOA",303,38,0.81,NA,1
"13018",2009,"GOA",303,38,NA,NA,1
"13019",2009,"GOA",303,39,0.84,NA,1
"13020",2009,"GOA",303,39,NA,NA,1
"13021",2009,"GOA",303,42,NA,NA,1
"13022",2009,"GOA",303,41,0.9,NA,1
"13023",2009,"GOA",303,41,NA,NA,1
"13024",2009,"GOA",303,36,0.6,NA,1
"13025",2009,"GOA",303,36,NA,NA,1
"13026",2009,"GOA",303,39,0.7,NA,1
"13027",2009,"GOA",303,39,NA,NA,1
"13028",2009,"GOA",303,39,NA,NA,1
"13029",2009,"GOA",303,39,NA,NA,1
"13030",2009,"GOA",303,40,0.92,NA,1
"13031",2009,"GOA",303,40,NA,NA,1
"13032",2009,"GOA",303,41,1.12,NA,1
"13033",2009,"GOA",303,41,NA,NA,1
"13034",2009,"GOA",303,35,0.68,NA,1
"13035",2009,"GOA",303,35,NA,NA,1
"13036",2009,"GOA",303,39,0.87,NA,1
"13037",2009,"GOA",303,39,0.92,NA,1
"13038",2009,"GOA",303,37,0.74,NA,1
"13039",2009,"GOA",303,37,NA,NA,1
"13040",2009,"GOA",303,36,0.68,NA,1
"13041",2009,"GOA",303,38,NA,NA,1
"13042",2009,"GOA",303,37,0.72,NA,1
"13043",2009,"GOA",303,37,NA,NA,1
"13044",2009,"GOA",303,36,NA,NA,1
"13045",2009,"GOA",303,39,0.86,NA,1
"13046",2009,"GOA",303,39,NA,NA,1
"13047",2009,"GOA",303,38,0.9,NA,1
"13048",2009,"GOA",303,38,NA,NA,1
"13049",2009,"GOA",303,40,0.96,NA,1
"13050",2009,"GOA",303,40,NA,NA,1
"13051",2009,"GOA",303,37,0.76,NA,1
"13052",2009,"GOA",303,37,NA,NA,1
"13053",2009,"GOA",303,37,0.72,NA,1
"13054",2009,"GOA",303,37,NA,NA,1
"13055",2009,"GOA",303,38,0.85,NA,1
"13056",2009,"GOA",303,38,NA,NA,1
"13057",2009,"GOA",303,40,0.95,NA,1
"13058",2009,"GOA",303,40,NA,NA,1
"13059",2009,"GOA",303,36,0.66,NA,1
"13060",2009,"GOA",303,36,NA,NA,1
"13061",2009,"GOA",303,39,0.86,NA,1
"13062",2009,"GOA",303,39,0.98,NA,1
"13063",2009,"GOA",303,39,NA,NA,1
"13064",2009,"GOA",303,39,NA,NA,1
"13065",2009,"GOA",303,40,0.91,NA,1
"13066",2009,"GOA",303,40,NA,NA,1
"13067",2009,"GOA",303,40,1,NA,1
"13068",2009,"GOA",303,40,NA,NA,1
"13069",2009,"GOA",303,42,1.18,NA,1
"13070",2009,"GOA",303,42,NA,NA,1
"13071",2009,"GOA",303,35,0.58,NA,1
"13072",2009,"GOA",303,35,NA,NA,1
"13073",2009,"GOA",303,36,0.67,NA,1
"13074",2009,"GOA",303,36,NA,NA,1
"13075",2009,"GOA",303,35,0.58,NA,1
"13076",2009,"GOA",303,35,NA,NA,1
"13077",2009,"GOA",303,40,0.9,NA,1
"13078",2009,"GOA",303,40,NA,NA,1
"13079",2009,"GOA",303,40,0.88,NA,1
"13080",2009,"GOA",303,40,NA,NA,1
"13081",2009,"GOA",303,39,0.9,NA,1
"13082",2009,"GOA",303,39,NA,NA,1
"13083",2009,"GOA",303,34,0.56,NA,1
"13084",2009,"GOA",303,34,NA,NA,1
"13085",2009,"GOA",303,38,0.72,NA,1
"13086",2009,"GOA",303,38,NA,NA,1
"13087",2009,"GOA",303,36,0.7,NA,1
"13088",2009,"GOA",303,36,NA,NA,1
"13089",2009,"GOA",303,36,0.7,NA,1
"13090",2009,"GOA",303,36,NA,NA,1
"13091",2009,"GOA",303,39,0.8,NA,1
"13092",2009,"GOA",303,39,NA,NA,1
"13093",2009,"GOA",303,41,1.05,NA,1
"13094",2009,"GOA",303,41,NA,NA,1
"13095",2009,"GOA",303,43,1.15,NA,1
"13096",2009,"GOA",303,43,NA,NA,1
"13097",2009,"GOA",303,35,0.65,NA,1
"13098",2009,"GOA",303,35,NA,NA,1
"13099",2009,"GOA",303,38,0.9,NA,1
"13100",2009,"GOA",303,38,0.9,NA,1
"13101",2009,"GOA",303,38,NA,NA,1
"13102",2009,"GOA",303,38,NA,NA,1
"13103",2009,"GOA",303,40,1.05,NA,1
"13104",2009,"GOA",303,40,NA,NA,1
"13105",2009,"GOA",303,34,0.6,NA,1
"13106",2009,"GOA",303,34,NA,NA,1
"13107",2009,"GOA",303,35,0.6,NA,1
"13108",2009,"GOA",303,35,NA,NA,1
"13109",2009,"GOA",303,38,0.9,NA,1
"13110",2009,"GOA",303,38,NA,NA,1
"13111",2009,"GOA",303,39,0.9,NA,1
"13112",2009,"GOA",303,39,NA,NA,1
"13113",2009,"GOA",303,35,0.65,NA,1
"13114",2009,"GOA",303,35,NA,NA,1
"13115",2009,"GOA",303,36,0.7,NA,1
"13116",2009,"GOA",303,36,0.75,NA,1
"13117",2009,"GOA",303,34,0.55,NA,1
"13118",2009,"GOA",303,34,NA,NA,1
"13119",2009,"GOA",303,34,0.55,NA,1
"13120",2009,"GOA",303,34,NA,NA,1
"13121",2009,"GOA",303,38,0.9,NA,1
"13122",2009,"GOA",303,38,NA,NA,1
"13123",2009,"GOA",303,40,1,NA,1
"13124",2009,"GOA",303,40,NA,NA,1
"13125",2009,"GOA",303,41,1,NA,1
"13126",2009,"GOA",303,41,NA,NA,1
"13127",2009,"GOA",303,38,0.8,NA,1
"13128",2009,"GOA",303,38,NA,NA,1
"13129",2009,"GOA",303,35,0.7,NA,1
"13130",2009,"GOA",303,35,NA,NA,1
"13131",2009,"GOA",303,39,0.75,NA,1
"13132",2009,"GOA",303,39,1,NA,1
"13133",2009,"GOA",303,39,NA,NA,1
"13134",2009,"GOA",303,39,NA,NA,1
"13135",2009,"GOA",303,40,1,NA,1
"13136",2009,"GOA",303,40,NA,NA,1
"13137",2009,"GOA",303,39,1.1,NA,1
"13138",2009,"GOA",303,39,NA,NA,1
"13139",2009,"GOA",303,41,1,NA,1
"13140",2009,"GOA",303,41,1.1,NA,1
"13141",2009,"GOA",303,41,NA,NA,1
"13142",2009,"GOA",303,41,NA,NA,1
"13143",2009,"GOA",303,37,0.7,NA,1
"13144",2009,"GOA",303,37,NA,NA,1
"13145",2009,"GOA",303,38,0.7,NA,1
"13146",2009,"GOA",303,38,NA,NA,1
"13147",2009,"GOA",303,40,0.9,NA,1
"13148",2009,"GOA",303,40,0.9,NA,1
"13149",2009,"GOA",303,40,1,NA,1
"13150",2009,"GOA",303,40,NA,NA,1
"13151",2009,"GOA",303,40,NA,NA,1
"13152",2009,"GOA",303,40,NA,NA,1
"13153",2009,"GOA",303,37,0.8,NA,1
"13154",2009,"GOA",303,37,NA,NA,1
"13155",2009,"GOA",303,40,0.91,NA,1
"13156",2009,"GOA",303,40,NA,NA,1
"13157",2009,"GOA",303,36,0.8,NA,1
"13158",2009,"GOA",303,36,NA,NA,1
"13159",2009,"GOA",303,37,0.74,NA,1
"13160",2009,"GOA",303,37,NA,NA,1
"13161",2009,"GOA",303,33,0.58,NA,1
"13162",2009,"GOA",303,33,NA,NA,1
"13163",2009,"GOA",303,34,0.64,NA,1
"13164",2009,"GOA",303,34,NA,NA,1
"13165",2009,"GOA",303,34,0.78,NA,1
"13166",2009,"GOA",303,34,0.78,NA,1
"13167",2009,"GOA",303,34,NA,NA,1
"13168",2009,"GOA",303,34,NA,NA,1
"13169",2009,"GOA",303,36,0.55,NA,1
"13170",2009,"GOA",303,41,0.8,NA,1
"13171",2009,"GOA",303,41,NA,NA,1
"13172",2009,"GOA",303,42,0.9,NA,1
"13173",2009,"GOA",303,42,NA,NA,1
"13174",2009,"GOA",303,40,0.92,NA,1
"13175",2009,"GOA",303,40,NA,NA,1
"13176",2009,"GOA",303,41,0.96,NA,1
"13177",2009,"GOA",303,41,NA,NA,1
"13178",2009,"GOA",303,41,0.98,NA,1
"13179",2009,"GOA",303,41,NA,NA,1
"13180",2009,"GOA",303,38,0.92,NA,1
"13181",2009,"GOA",303,38,NA,NA,1
"13182",2009,"GOA",303,44,1.32,NA,1
"13183",2009,"GOA",303,44,NA,NA,1
"13184",2009,"GOA",303,36,0.7,NA,1
"13185",2009,"GOA",303,36,NA,NA,1
"13186",2009,"GOA",303,40,0.9,NA,1
"13187",2009,"GOA",303,40,NA,NA,1
"13188",2009,"GOA",303,37,0.71,NA,1
"13189",2009,"GOA",303,37,0.75,NA,1
"13190",2009,"GOA",303,37,NA,NA,1
"13191",2009,"GOA",303,37,NA,NA,1
"13192",2009,"GOA",303,40,1.02,NA,1
"13193",2009,"GOA",303,40,NA,NA,1
"13194",2009,"GOA",303,45,1.37,NA,1
"13195",2009,"GOA",303,45,NA,NA,1
"13196",2009,"GOA",303,42,1.18,NA,1
"13197",2009,"GOA",303,42,NA,NA,1
"13198",2009,"GOA",303,41,1,NA,1
"13199",2009,"GOA",303,41,1.03,NA,1
"13200",2009,"GOA",303,41,NA,NA,1
"13201",2009,"GOA",303,41,NA,NA,1
"13202",2009,"GOA",303,32,0.49,NA,1
