"","SURVEY","SURVEY_YEAR","SPECIES_CODE","SEX","AGE","AGEPOP","MEAN_LENGTH","STANDARD_DEVIATION"
"381","GOA",1999,30420,2,40,537952.666666667,440,0
"382","GOA",1999,30420,2,-9,166223,158.028973126463,22.4469616276749
"383","GOA",2001,30420,1,3,1742764.33333333,179.408288709145,17.2893003670577
"384","GOA",2001,30420,1,4,749340.333333333,200.20585216953,17.9611998430064
"385","GOA",2001,30420,1,5,1010723.6474359,234.810044039974,21.5686377914873
"386","GOA",2001,30420,1,6,3803853.564831,276.833562549541,23.1848312946462
"387","GOA",2001,30420,1,7,8610759.49780395,310.713241403491,34.3936864458458
"388","GOA",2001,30420,1,8,3783512.7349359,311.072365860847,16.2946373663577
"389","GOA",2001,30420,1,9,4931186.22596154,334.076169494383,9.03409339355274
"390","GOA",2001,30420,1,10,14824736.9343948,357.158321814489,14.1530460074624
"391","GOA",2001,30420,1,11,11388092.2097339,360.900617390004,15.7561510641928
"392","GOA",2001,30420,1,12,9349658.59590152,361.451612190625,10.4945059142969
"393","GOA",2001,30420,1,13,18632576.2334144,368.385524003982,14.9066557656285
"394","GOA",2001,30420,1,14,10653949.4010615,373.293333198767,14.9442591547757
"395","GOA",2001,30420,1,15,12342153.2962996,375.052963546302,18.1749161809484
"396","GOA",2001,30420,1,16,4374929.97892157,380.139884220894,18.1338861821182
"397","GOA",2001,30420,1,17,10071172.0600361,374.540546470888,16.3489927603677
"398","GOA",2001,30420,1,18,11610557.5350361,380.280261353633,22.1386780326858
"399","GOA",2001,30420,1,19,5035186.12009804,374.462744442128,11.9120819797142
"400","GOA",2001,30420,1,20,8026221.00477296,387.787304074176,15.3753602855586
"401","GOA",2001,30420,1,21,7355216.09594943,381.276773912309,9.86953765645917
"402","GOA",2001,30420,1,22,1937037.2,402.645186163694,4.41076544335815
"403","GOA",2001,30420,1,23,4314935.54692982,374.264401317982,24.6158952978166
"404","GOA",2001,30420,1,24,5586411.07705803,392.911158698868,25.8848438236672
"405","GOA",2001,30420,1,25,5059427.8495098,390.720454307613,10.457385615541
"406","GOA",2001,30420,1,26,6593695.3,384.432630920429,19.4167650712884
"407","GOA",2001,30420,1,27,3185394.21359649,382.948127421911,14.8321102122537
"408","GOA",2001,30420,1,28,1037479.70833333,390,0
"409","GOA",2001,30420,1,29,6978364.00833333,407.39851057569,13.5141060898197
"410","GOA",2001,30420,1,30,4097666.61359649,385.493997963622,13.1953924139644
"411","GOA",2001,30420,1,31,5018738.5672619,395.988196583679,26.508668117512
"412","GOA",2001,30420,1,32,1424654.8,400,0
"413","GOA",2001,30420,1,33,4828111.88284314,395.219163142797,16.7583181054253
"414","GOA",2001,30420,1,34,1193338.83333333,420,0
"415","GOA",2001,30420,1,35,4151720.84117647,402.422713511157,23.3304289777438
"416","GOA",2001,30420,1,40,1037479.70833333,390,0
"417","GOA",2001,30420,1,41,2084910.94117647,380,0
"418","GOA",2001,30420,1,60,1635532.10526316,370,0
"419","GOA",2001,30420,1,-9,208461489,368.162449516035,37.6952539467778
"420","GOA",2001,30420,2,2,51701.5,162.208349854453,15.8415969470025
"421","GOA",2001,30420,2,3,495615.7,173.872137222449,19.0787003559264
"422","GOA",2001,30420,2,4,382242.6,180,0
"423","GOA",2001,30420,2,5,1444350.125,232.867823686449,30.134025459913
"424","GOA",2001,30420,2,6,2020300.57362637,269.711781650016,26.9069749839458
"425","GOA",2001,30420,2,7,9442168.35314245,312.104796594026,31.4232941368435
"426","GOA",2001,30420,2,8,3192295.56287536,322.773465157361,14.0933050236933
"427","GOA",2001,30420,2,9,12178752.1274412,345.621794530832,16.3869693450797
"428","GOA",2001,30420,2,10,17447614.6003261,347.686823410788,16.3032710162351
"429","GOA",2001,30420,2,11,15553275.4473517,360.392406483317,15.0164049131828
"430","GOA",2001,30420,2,12,8391182.40297937,369.897619375826,11.938508021866
"431","GOA",2001,30420,2,13,9304151.51082251,375.934072337691,17.1789167444415
"432","GOA",2001,30420,2,14,11116250.3095238,378.50234460377,14.2839927968674
"433","GOA",2001,30420,2,15,10016239.3928571,377.564520178505,15.8184655112015
"434","GOA",2001,30420,2,16,19630628.2489177,381.547293214137,16.3726823098917
"435","GOA",2001,30420,2,17,9750006.39772727,407.852800138547,24.1096977835296
"436","GOA",2001,30420,2,18,14279364.4404762,393.647849387868,12.8556985975699
"437","GOA",2001,30420,2,19,7765655.08928572,397.49420114348,16.4143893270777
"438","GOA",2001,30420,2,20,1824407.94444444,416.560864509378,12.4008464296158
"439","GOA",2001,30420,2,22,3217279.71428571,390,0
"440","GOA",2001,30420,2,23,7514072.61309524,408.146467325473,22.5698240505209
"441","GOA",2001,30420,2,24,14365147.4047619,397.600354658652,13.8558898099003
"442","GOA",2001,30420,2,25,7730605.57936508,403.814602018955,16.116508537911
"443","GOA",2001,30420,2,26,12288350.8187442,402.03510247598,23.1275080656194
"444","GOA",2001,30420,2,27,2258894.66666667,417.379507440512,9.65054499733889
"445","GOA",2001,30420,2,28,2975128.08333333,369.727019595823,14.2357046099143
"446","GOA",2001,30420,2,29,3780754.94444444,397.642490097032,20.1983771617552
"447","GOA",2001,30420,2,30,5093819.22420635,405.215412110035,27.5498029119708
"448","GOA",2001,30420,2,31,1073883.83660131,377.153904750119,48.3216083841485
"449","GOA",2001,30420,2,32,6984905.27380952,401.778401320413,7.78985012821788
"450","GOA",2001,30420,2,34,2355336.77777778,390.163891165175,22.5061943982759
"451","GOA",2001,30420,2,35,3264146.15277778,424.95493608391,9.98247877689691
"452","GOA",2001,30420,2,36,1692193,458.385952429776,3.6790387526224
"453","GOA",2001,30420,2,37,91783,490,0
"454","GOA",2001,30420,2,39,777936,469.467205528475,14.3193601381612
"455","GOA",2001,30420,2,40,3632033.58333333,410.644366059115,16.7698598135533
"456","GOA",2001,30420,2,41,1956347,380,0
"457","GOA",2001,30420,2,60,1419065,460,0
"458","GOA",2001,30420,2,-9,1845222,382.612065106529,127.230310827512
"459","GOA",2003,30420,1,3,29789,190,0
"460","GOA",2003,30420,1,4,30485,205.041495817615,4.99982780674728
"461","GOA",2003,30420,1,5,1822428.57777778,253.582985956005,13.6907517323152
"462","GOA",2003,30420,1,6,767441.622222222,269.233780879982,12.9928722770248
"463","GOA",2003,30420,1,7,415536.916666667,302.03353973965,30.6381914674848
"464","GOA",2003,30420,1,8,3899327.28690476,331.202172268713,18.6977948603944
"465","GOA",2003,30420,1,9,4068937.89285714,347.756000781332,19.1719324981097
"466","GOA",2003,30420,1,10,2089202.61904762,337.872613850967,25.4547501861607
"467","GOA",2003,30420,1,11,800798.65,359.991757603487,19.6742167348449
"468","GOA",2003,30420,1,12,332964.666666667,350,0
"469","GOA",2003,30420,1,13,1026674.45833333,369.52183358024,19.9394207773734
"470","GOA",2003,30420,1,14,2157529.80714286,390.167260261622,12.1149313869381
"471","GOA",2003,30420,1,15,332964.666666667,350,0
"472","GOA",2003,30420,1,16,2109205.49166667,379.387210094777,26.3591928513619
"473","GOA",2003,30420,1,19,1847965.0952381,396.301874079409,25.5703745301717
"474","GOA",2003,30420,1,20,1127591.99166667,368.090435991701,31.6241201430963
"475","GOA",2003,30420,1,21,931079,363.25812847245,19.7328304826503
"476","GOA",2003,30420,1,23,832141,420,0
"477","GOA",2003,30420,1,25,617516.342857143,379.016167623001,42.7615135976729
"478","GOA",2003,30420,1,26,417561.5,400,0
"479","GOA",2003,30420,1,27,861890.533333333,377.78157172009,33.8201285265433
"480","GOA",2003,30420,1,28,691516.166666667,355.185005315614,4.99657613103187
"481","GOA",2003,30420,1,29,2263417.67857143,385.51872811809,15.0916119049559
"482","GOA",2003,30420,1,30,1224238.30357143,385.577830938465,4.9664989083462
"483","GOA",2003,30420,1,33,1904866.17857143,390.322098742107,11.1793984589713
"484","GOA",2003,30420,1,34,776113,381.520654853095,19.9421064288039
"485","GOA",2003,30420,1,35,958940.375,388.70881049304,9.91629112406012
"486","GOA",2003,30420,1,36,541378.875,380,0
"487","GOA",2003,30420,1,37,1224238.30357143,385.577830938465,4.9664989083462
"488","GOA",2003,30420,1,-9,1006477,415.216145028649,66.5651518328199
"489","GOA",2003,30420,2,3,17491.25,210,0
"490","GOA",2003,30420,2,4,83626.5,225.264599140225,29.6239089030674
"491","GOA",2003,30420,2,5,894793,240.619812813317,19.2989831421271
"492","GOA",2003,30420,2,6,873936.083333333,272.928457868725,10.6439525483415
"493","GOA",2003,30420,2,7,713827.416666667,287.734743073402,18.3397154586307
"494","GOA",2003,30420,2,8,3639509.52813853,325.330927523378,11.6542406091626
"495","GOA",2003,30420,2,9,5806949.29545455,344.262252461537,21.5956292453251
"496","GOA",2003,30420,2,10,2326337.74350649,344.400575091535,12.5151848846318
"497","GOA",2003,30420,2,11,2018504.76666667,385.696584846641,23.6204520834131
"498","GOA",2003,30420,2,12,1947520.07142857,366.614404964321,20.0908563524404
"499","GOA",2003,30420,2,13,641911.5,370,0
"500","GOA",2003,30420,2,14,1862467.79285714,404.025319348667,15.4861867125768
"501","GOA",2003,30420,2,15,2271737.74285714,393.34589879282,8.25074514793318
"502","GOA",2003,30420,2,16,1235789.06493506,388.831983661987,34.1786489235112
"503","GOA",2003,30420,2,18,1376538.56493506,390.710072708772,58.127341675052
"504","GOA",2003,30420,2,19,470935,390,0
"505","GOA",2003,30420,2,20,3652904.83571429,443.323865988555,16.4140765571203
"506","GOA",2003,30420,2,22,1606520.82142857,419.874748410957,19.5577638032081
"507","GOA",2003,30420,2,24,514194.5,440,0
"508","GOA",2003,30420,2,25,439244.285714286,430,0
"509","GOA",2003,30420,2,26,1559449.2,402.729436778062,11.7360692318452
"510","GOA",2003,30420,2,27,1479946.57142857,394.83986970186,22.8423237067693
"511","GOA",2003,30420,2,28,3524036.02922078,378.076606510733,22.7599394585033
"512","GOA",2003,30420,2,29,439244.285714286,430,0
"513","GOA",2003,30420,2,33,1342116.65,413.340159739468,4.71645314929528
"514","GOA",2003,30420,2,37,257443.625,350,0
"515","GOA",2003,30420,2,39,257443.625,350,0
"516","GOA",2003,30420,2,40,893828.25,410,0
"517","GOA",2003,30420,2,-9,936600,469.493999572923,33.8812599856698
"518","GOA",2005,30420,1,3,18638,160,0
"519","GOA",2005,30420,1,4,333605.75,216.810336752289,27.7555588660231
"520","GOA",2005,30420,1,5,276967.816666667,266.922876538784,15.8009224688174
"521","GOA",2005,30420,1,6,787824.390476191,272.137930520919,33.6128193027787
"522","GOA",2005,30420,1,7,1086096.55064935,300.908924334421,21.2219796992403
"523","GOA",2005,30420,1,8,2404117.54415584,316.484278747766,15.4937818652272
"524","GOA",2005,30420,1,9,6085668.67532468,338.28575169347,17.5985898109863
"525","GOA",2005,30420,1,10,14076588.4914918,358.084459019491,16.3391036661375
"526","GOA",2005,30420,1,11,11810473.3884615,365.62624416604,15.1183220207092
"527","GOA",2005,30420,1,12,8569594.01818182,380.456864105906,15.4367542482221
"528","GOA",2005,30420,1,13,2095934.91666667,390,0
"529","GOA",2005,30420,1,14,1900289,370,0
"530","GOA",2005,30420,1,15,174652.818181818,320,0
"531","GOA",2005,30420,1,16,3046079.41666667,383.76152509484,9.26557763773397
"532","GOA",2005,30420,1,17,7709696.2,393.800514214814,16.6410187913429
"533","GOA",2005,30420,1,18,6785535,395.206711163281,12.8172580486022
"534","GOA",2005,30420,1,19,561457.7,350,0
"535","GOA",2005,30420,1,20,7843790.58764569,389.45816161667,25.5786987227083
"536","GOA",2005,30420,1,21,11191254.7457265,391.100963194262,16.1097015029666
"537","GOA",2005,30420,1,22,1846823.63636364,410,0
"538","GOA",2005,30420,1,23,2095934.91666667,390,0
"539","GOA",2005,30420,1,24,2095934.91666667,390,0
"540","GOA",2005,30420,1,25,3942758.5530303,399.368180229775,9.98002022933476
"541","GOA",2005,30420,1,26,5920772.13636364,403.119227684884,4.6327848534853
"542","GOA",2005,30420,1,28,5339493.4949495,416.164802799288,9.2353268719475
"543","GOA",2005,30420,1,29,10054119.469697,405.794835212164,14.3553453874499
"544","GOA",2005,30420,1,30,7132266.80050505,409.719873031441,19.3943489781393
"545","GOA",2005,30420,1,31,5000201.94444444,415.335463117684,23.6621319944134
"546","GOA",2005,30420,1,32,4674456.0487568,405.390533654154,24.2656138740058
"547","GOA",2005,30420,1,33,1917682.88461538,364.954648694122,4.99979432167197
"548","GOA",2005,30420,1,34,8790244.30128205,394.256912039341,18.2996255862341
"549","GOA",2005,30420,1,35,2847065.13636364,420.53971144416,14.3215161906353
"550","GOA",2005,30420,1,36,2897264.94444444,422.840344693671,4.50953311972284
"551","GOA",2005,30420,1,37,1037170.91666667,420,0
"552","GOA",2005,30420,1,39,822923.111111111,430,0
"553","GOA",2005,30420,1,44,2810238.52777778,406.023252652525,26.0611992542288
"554","GOA",2005,30420,1,45,3987360.25,402.88544908878,24.6475001739284
"555","GOA",2005,30420,1,-9,360978,415.717855381768,116.849556615773
"556","GOA",2005,30420,2,3,36051.5,161.596743547425,8.79133592891419
"557","GOA",2005,30420,2,4,101123,204.729883409313,10.95631818877
"558","GOA",2005,30420,2,5,285054.916666667,250.656499230119,23.5268762591427
"559","GOA",2005,30420,2,6,4938275.21969697,287.703478712278,8.83962620703859
"560","GOA",2005,30420,2,7,13689995.4949495,293.302729862923,7.54270850980562
"561","GOA",2005,30420,2,8,18307868.4949495,303.578174252218,18.6520787185704
"562","GOA",2005,30420,2,9,12527310.5681818,316.034378905586,28.7266044924235
"563","GOA",2005,30420,2,10,10296822.6792929,346.199509211111,16.4147843306837
"564","GOA",2005,30420,2,11,6761200.37626263,366.208191356033,36.6770759445314
"565","GOA",2005,30420,2,12,4704627.77056277,369.389307487755,15.0642829646486
"566","GOA",2005,30420,2,13,2315125.45238095,371.414150815997,22.4536154206071
"567","GOA",2005,30420,2,14,6430463.15476191,381.783192558864,8.85376051331439
"568","GOA",2005,30420,2,15,4562759.17424242,385.059377490472,29.4522447610023
"569","GOA",2005,30420,2,16,4808541.71228771,408.512633680865,11.8190261291324
"570","GOA",2005,30420,2,17,5097966.93956044,397.498824243105,34.3428681737453
"571","GOA",2005,30420,2,18,5419423.8,404.818863584723,30.5413745344221
"572","GOA",2005,30420,2,19,2664534.6,440,0
"573","GOA",2005,30420,2,20,7603093.73198468,406.156651979488,24.661328230873
"574","GOA",2005,30420,2,21,7317439.24067599,401.320355974738,18.6556837920331
"575","GOA",2005,30420,2,22,5570826.92907093,399.879517945204,16.7685563790178
"576","GOA",2005,30420,2,23,2873683.28571429,384.372208628419,4.96043123062255
"577","GOA",2005,30420,2,24,2556448.06293706,397.451293523726,18.560124590727
"578","GOA",2005,30420,2,25,4524719.14725275,407.523644680472,16.7384891580658
"579","GOA",2005,30420,2,26,4140375,405.870318509797,40.5619275269981
"580","GOA",2005,30420,2,27,8645823.18181818,429.665719363912,21.6798929881465
"581","GOA",2005,30420,2,28,9567861.6993007,425.359798884351,10.8278279482364
"582","GOA",2005,30420,2,29,4222035.55384615,426.018924316824,15.3936807517189
"583","GOA",2005,30420,2,30,8163050.81998002,416.394491416106,17.4323913407249
"584","GOA",2005,30420,2,31,4218092,436.316919118881,4.82345561131355
"585","GOA",2005,30420,2,32,11189568.9547619,423.887569220317,26.3158774839431
"586","GOA",2005,30420,2,33,5361434.06153846,416.610314139431,32.1893575313375
"587","GOA",2005,30420,2,34,9736264.74965035,416.744900964085,17.2031416328425
"588","GOA",2005,30420,2,35,8005808.28571429,419.233589869698,26.8172261377282
"589","GOA",2005,30420,2,36,6697739.78461539,406.958574608565,12.6623646162142
"590","GOA",2005,30420,2,37,3508890.30769231,410,0
"591","GOA",2005,30420,2,38,2041557.15384615,417.031691458138,17.3821715600914
"592","GOA",2005,30420,2,39,3508890.30769231,410,0
"593","GOA",2005,30420,2,40,4460805.27272727,417.221295429374,34.0369020175053
"594","GOA",2005,30420,2,41,1754445.15384615,410,0
"595","GOA",2005,30420,2,43,1617249,380,0
"596","GOA",2005,30420,2,44,2467590.4,437.408304068617,9.65831829042905
"597","GOA",2005,30420,2,49,1714727.46153846,400,0
"598","GOA",2005,30420,2,50,287112,460,0
"599","GOA",2005,30420,2,52,1617249,380,0
"600","GOA",2005,30420,2,67,2664534.6,440,0
"601","GOA",2005,30420,2,-9,24362,230,0
"602","GOA",2007,30420,1,5,161883.666666667,250,0
"603","GOA",2007,30420,1,6,1153305.53333333,264.735085811028,11.1709448057838
"604","GOA",2007,30420,1,7,647642.1,312.173243009784,13.1338563923381
"605","GOA",2007,30420,1,8,5134779.71184211,324.393775157103,21.2746421506559
"606","GOA",2007,30420,1,9,14650893.8950558,342.299314878906,13.8809689074704
"607","GOA",2007,30420,1,10,8448588.70104238,352.54646255211,17.2712942200507
"608","GOA",2007,30420,1,11,10233911.7227728,353.669377477473,14.6349192626331
"609","GOA",2007,30420,1,12,8085730.01436989,367.915322701541,13.0315937531915
"610","GOA",2007,30420,1,13,14496886.5473785,372.533154563081,15.7581349778424
"611","GOA",2007,30420,1,14,5192020.73274411,369.446027674442,18.8709719796419
"612","GOA",2007,30420,1,15,2973171.89941077,379.426414835244,12.7322838051749
"613","GOA",2007,30420,1,16,5483555.3966219,391.439196503685,8.16892451588396
"614","GOA",2007,30420,1,17,2455768.98824786,399.554326124089,20.0965430835657
"615","GOA",2007,30420,1,18,2354355.21759259,384.532436848465,8.91386651317592
"616","GOA",2007,30420,1,19,3107518.81827432,387.646089106122,8.18129030938828
"617","GOA",2007,30420,1,20,5669513.43354112,392.281116177268,18.8775342692186
"618","GOA",2007,30420,1,21,3616218.43019943,398.461737668793,11.8622949724578
"619","GOA",2007,30420,1,22,4793737.22863248,403.1815303362,16.2811039231588
"620","GOA",2007,30420,1,23,7914808.19015244,392.090716616587,19.1698865043708
"621","GOA",2007,30420,1,24,2127434.20138889,415.538526594658,7.80299921205461
"622","GOA",2007,30420,1,25,1436111.30681818,394.146153760635,29.712108794112
"623","GOA",2007,30420,1,26,1742615.3125,412.345023078638,4.23687355806728
"624","GOA",2007,30420,1,27,4081823.56000712,404.644038596655,15.0109632501768
"625","GOA",2007,30420,1,28,4150107.93696581,408.327566340825,10.4378632617826
"626","GOA",2007,30420,1,29,4096496.81481481,403.526629718144,12.7559283010847
"627","GOA",2007,30420,1,30,2496595.77065527,402.672715562848,13.817519914842
"628","GOA",2007,30420,1,31,2890815.79927249,399.974901944344,18.1882213507606
"629","GOA",2007,30420,1,32,2315813.16435185,407.70084718472,15.0522718327161
"630","GOA",2007,30420,1,33,1265714.88888889,421.150803314139,12.2219931849288
"631","GOA",2007,30420,1,34,2911885.77843915,387.598806545504,14.1381278730695
"632","GOA",2007,30420,1,35,1265010.80769231,418.256429004057,22.6248683975726
"633","GOA",2007,30420,1,36,2728200.6039886,391.144481362193,19.6375082030223
"634","GOA",2007,30420,1,37,880896,417.285037053182,12.8638775930601
"635","GOA",2007,30420,1,38,1615699.77065527,394.705928796313,4.99134472133258
"636","GOA",2007,30420,1,40,1506246.33150183,390.095783030843,9.99954127002829
"637","GOA",2007,30420,1,44,760336.807692308,400,7.75921265268316e-06
"638","GOA",2007,30420,1,47,1615699.77065527,394.705928796313,4.99134472133258
"639","GOA",2007,30420,1,50,445516.833333333,350,0
"640","GOA",2007,30420,1,51,408647.3125,420,0
"641","GOA",2007,30420,1,-9,1018538,339.788166960879,104.981334076639
"642","GOA",2007,30420,2,2,34413,120,0
"643","GOA",2007,30420,2,4,5572,220,0
"644","GOA",2007,30420,2,5,51847,240,0
"645","GOA",2007,30420,2,6,582195.5,277.14525447208,18.981199775206
"646","GOA",2007,30420,2,7,291422,288.308501074044,14.6175555309842
"647","GOA",2007,30420,2,8,2223568.71742424,328.016986774598,21.5747952747284
"648","GOA",2007,30420,2,9,8656327.15939394,335.594073477246,15.6909224684636
"649","GOA",2007,30420,2,10,6339530.14060606,347.528161560822,16.5763738517817
"650","GOA",2007,30420,2,11,8859326.66748918,369.204420357751,21.3769267484019
"651","GOA",2007,30420,2,12,8208652.48166667,362.341365459289,18.3960418106545
"652","GOA",2007,30420,2,13,6792167.30939394,379.632684165988,16.447393693364
"653","GOA",2007,30420,2,14,2778230.15151515,381.969676869169,14.3604654405252
"654","GOA",2007,30420,2,15,1524144.76282051,380.378097539468,22.9881872125468
"655","GOA",2007,30420,2,16,1210284.53939394,377.667246358381,8.11840933378934
"656","GOA",2007,30420,2,17,2738537.97697636,400.280005283358,16.5821579387583
"657","GOA",2007,30420,2,18,290606.1,390,0
"658","GOA",2007,30420,2,19,2047210.98503496,402.121394179827,10.8783076347018
"659","GOA",2007,30420,2,20,1483321.13888112,399.126313945755,11.4348794815817
"660","GOA",2007,30420,2,21,4807339.55261738,405.439039702893,15.2787183893286
"661","GOA",2007,30420,2,22,4958474.97470363,406.483192946424,27.328989036706
"662","GOA",2007,30420,2,23,4678122.96115385,406.221776954111,23.3290353629114
"663","GOA",2007,30420,2,24,690274.033333333,413.159957583995,19.7487890278712
"664","GOA",2007,30420,2,25,1532638.85091575,410.632443218466,10.9403567539084
"665","GOA",2007,30420,2,26,1814968.41758242,401.109488483254,21.5266983918199
"666","GOA",2007,30420,2,27,2783470.27567766,410.72709628442,10.5135191272679
"667","GOA",2007,30420,2,28,3108815.73067766,408.387104311582,24.8109639224474
"668","GOA",2007,30420,2,29,3559455.31142857,422.067552866784,17.5823437939612
"669","GOA",2007,30420,2,30,6063942.99459541,415.459163337259,13.776676704078
"670","GOA",2007,30420,2,31,3367596.58948718,415.18073897404,20.1332406812328
"671","GOA",2007,30420,2,32,1727299.86688312,408.058822975499,24.1277750040899
"672","GOA",2007,30420,2,33,1338390.66758242,417.946667570163,10.1346722243684
"673","GOA",2007,30420,2,34,2096528.6970696,410.462339031645,9.35828102250623
"674","GOA",2007,30420,2,35,2448067.93012821,403.377691287151,21.8929609543285
"675","GOA",2007,30420,2,36,3260334.65424908,416.716881548467,15.0050500208764
"676","GOA",2007,30420,2,37,1338390.66758242,417.946667570163,10.1346722243684
"677","GOA",2007,30420,2,38,1855203.87333333,418.603131977075,24.3057469609865
"678","GOA",2007,30420,2,39,1242032.75091575,415.459943824041,4.97880022482813
"679","GOA",2007,30420,2,40,972356.453333333,412.330908031614,14.7606215338062
"680","GOA",2007,30420,2,41,928359.936666667,415.324720622638,19.4458674978416
"681","GOA",2007,30420,2,42,355671.416666667,440,0
"682","GOA",2007,30420,2,43,563889.846153846,410,0
"683","GOA",2007,30420,2,47,96357.9166666667,450,6.29196558057361e-06
"684","GOA",2007,30420,2,-9,1374357,332.551535008735,104.380177527949
"685","GOA",2011,30420,1,4,79253,207.500157722736,16.3935530154541
"686","GOA",2011,30420,1,5,18641.5,250,0
"687","GOA",2011,30420,1,6,18641.5,250,0
"688","GOA",2011,30420,1,7,39627,270,0
"689","GOA",2011,30420,1,8,95901.5,324.403007252233,13.8763605492258
"690","GOA",2011,30420,1,9,227848.944444444,338.02651659323,16.955937213928
"691","GOA",2011,30420,1,10,1102829.57539683,347.319664794586,14.685994370738
"692","GOA",2011,30420,1,11,1374645.26190476,354.571709331556,12.7271532029329
"693","GOA",2011,30420,1,12,1345196.23681516,372.525796518261,9.07644332815923
"694","GOA",2011,30420,1,13,3089300.36073113,385.585379084685,19.7139279767109
"695","GOA",2011,30420,1,14,3696990.03446789,380.565936089639,7.96679814457829
"696","GOA",2011,30420,1,15,1764978.72094214,371.396613485018,8.99546309947714
"697","GOA",2011,30420,1,16,2807515.80487588,385.622207198942,14.2470889752421
"698","GOA",2011,30420,1,17,4644658.17699974,399.319471195837,15.1727861159525
"699","GOA",2011,30420,1,18,396137.417562724,369.217797411898,12.8755148721736
"700","GOA",2011,30420,1,19,1452843.32817337,395.864287642896,4.92473419285589
"701","GOA",2011,30420,1,20,2087488.0877193,400.912755287411,24.9086378521141
"702","GOA",2011,30420,1,21,957203.2,410,5.64641716947746e-06
"703","GOA",2011,30420,1,22,4153823.64582043,405.151699185946,9.84100274704365
"704","GOA",2011,30420,1,23,1823611.59076534,409.776332833839,17.9406625929984
"705","GOA",2011,30420,1,24,2973484.89859944,404.348898014421,10.3995422945838
"706","GOA",2011,30420,1,25,1970185.92409867,406.754481243721,13.4685037773881
"707","GOA",2011,30420,1,26,2121495.78095238,406.09540810193,11.8717243074599
"708","GOA",2011,30420,1,27,4564390.79076534,413.818226519643,12.3738727332746
"709","GOA",2011,30420,1,28,2798911.20536636,403.694052805123,16.3986271185728
"710","GOA",2011,30420,1,29,1183612.00645161,404.261409856841,11.7994189460191
"711","GOA",2011,30420,1,30,2496108.21052632,420.818752037909,19.4108037631535
"712","GOA",2011,30420,1,31,1039265.64444444,406.05190237534,13.4839684951863
"713","GOA",2011,30420,1,32,2594204.86666667,419.182834262408,8.05953353254961
"714","GOA",2011,30420,1,33,1848991.2,414.82310570218,4.99686986096393
"715","GOA",2011,30420,1,34,4004564.03729913,399.90161085316,12.8692640868214
"716","GOA",2011,30420,1,35,2242690.50505105,399.478828864272,12.8800922865955
"717","GOA",2011,30420,1,36,3488444.45227205,399.723462349052,8.3992807752722
"718","GOA",2011,30420,1,37,3890780.19484004,416.113966031256,20.6244829734581
"719","GOA",2011,30420,1,38,3485992.86666667,419.391881907274,6.96176109349708
"720","GOA",2011,30420,1,39,1490427.33333333,430,6.39933177780233e-06
"721","GOA",2011,30420,1,40,1003466,440,0
"722","GOA",2011,30420,1,41,1848991.2,414.82310570218,4.99686986096393
"723","GOA",2011,30420,1,42,2945485.53869969,401.975455561748,12.5698697980683
"724","GOA",2011,30420,1,44,226408.806451613,380,0
"725","GOA",2011,30420,1,45,957203.2,410,5.64641716947746e-06
"726","GOA",2011,30420,1,46,226408.806451613,380,0
"727","GOA",2011,30420,1,52,82062.4444444444,360,0
"728","GOA",2011,30420,1,57,957203.2,410,5.64641716947746e-06
"729","GOA",2011,30420,1,-9,329513,399.709025137096,107.247399878892
"730","GOA",2011,30420,2,4,138195,228.566301241,3.50449646289461
"731","GOA",2011,30420,2,8,201676.125,390,0
"732","GOA",2011,30420,2,9,261751.964285714,333.000307679503,23.5550080313234
"733","GOA",2011,30420,2,10,1226691.51311189,340.644939227847,7.71924231829963
"734","GOA",2011,30420,2,11,1603618.26764486,355.561269896451,22.3882290147616
"735","GOA",2011,30420,2,12,2173547.19927572,374.004839644342,18.0385067278813
"736","GOA",2011,30420,2,13,3174069.50503247,388.644385442379,17.3682072681216
"737","GOA",2011,30420,2,14,2424074.52938312,380.023333678735,16.1336321359483
"738","GOA",2011,30420,2,15,1479790.77840909,414.485655003356,20.2545393987711
"739","GOA",2011,30420,2,16,1726831.38798701,406.809131968668,19.1788673883162
"740","GOA",2011,30420,2,17,4598031.99415585,408.080845730308,18.4161068597669
"741","GOA",2011,30420,2,18,2205099.25882035,411.639782388075,25.1853460071326
"742","GOA",2011,30420,2,19,1104378.7,416.528664488006,14.9219028573144
"743","GOA",2011,30420,2,20,1570024.10984849,424.287888915236,20.6125138516384
"744","GOA",2011,30420,2,21,2480149.95454545,424.720001076181,8.81598490475262
"745","GOA",2011,30420,2,22,349662.814285714,388.365338248109,18.1664833139149
"746","GOA",2011,30420,2,23,1461158.90681818,412.465271437195,11.6331366512762
"747","GOA",2011,30420,2,24,3164740.86060606,423.649348841702,15.5013058287879
"748","GOA",2011,30420,2,25,2876078.93484849,418.90411082445,19.8496376070493
"749","GOA",2011,30420,2,26,163888.5625,370,0
"750","GOA",2011,30420,2,27,2722105.35151515,429.183548087154,20.8074131861975
"751","GOA",2011,30420,2,28,2506496.725,441.876254762179,24.675898226067
"752","GOA",2011,30420,2,29,1610141.29090909,417.619048078796,12.4626822667569
"753","GOA",2011,30420,2,30,1677008.54545455,428.414903724131,21.4709580004396
"754","GOA",2011,30420,2,31,2576848.66060606,433.986996188384,18.3284462089844
"755","GOA",2011,30420,2,32,833142.318181818,416.07054256964,4.88404940665345
